Element Type,Element Index,Element Name,Intact Loading %,Max Loading %,Cause Element,Cause Index,Cause Element Name
line,324,  'Fin_rural' to    'Glasmore',53.16219271252333,71.41366567050153,line,301,  'Fin_rural' to  'Stephenstown'
line,325,  'Fin_rural' to      'Grange',18.170296608568712,36.482722204119455,trafo,1193,BLG2101'
line,326,  'Fin_rural' to  'Poppintree',23.269341262447604,43.21658748806668,trafo,1193,BLG2101'
line,327,  'Fin_rural' to  'Stephenstown',17.836440264397645,74.23798723907711,line,304,  'Fin_rural' to    'Glasmore'
line,328, 'Finglas220b' to  'North Wall',40.62039213803475,58.439093650586116,line,503, 'North Wall' to  'Poolbeg Nort'
line,329,    'Finglas' to   'Huntstown',81.10718105800902,82.3645596710551,line,299, 'Finglas220b' to  'North Wall'
line,330,  'Fin_urban' to   'McDermott',102.10819217720612,127.20869193914488,line,54,     'Artane' to   'Fin_urban'
line,331,  'Fin_urban' to  'Pelletstown',60.493775764258686,100.63782221697512,line,295,  'Fin_urban' to   'McDermott'
line,332,   'Frn St B' to  'Heuston Squa',14.270767810498164,23.897985753241468,line,354,  'Inch_City' to    'Milltown'
line,333,   'Frn St B' to   'Inch_City',15.230689011311924,26.676235833147988,line,354,  'Inch_City' to    'Milltown'
line,334,   'Frn St A' to  'Harolds Cros',21.593810907387912,44.68444861567766,line,461, 'Misery Hill' to    'Ringsend'
line,335,   'Frn St A' to     'Trinity',21.739326398501202,35.05295334738147,line,351, 'Harolds Cros' to    'Ringsend'
line,336,   'Flagford' to       'Louth',37.53384269538214,64.45121970689321,line,146,     'Cashla' to    'Flagford'
line,337,   'Flagford' to   'Srananagh',56.861595520162034,72.004966618375,line,51,       'Arva' to    'Gortawee'
line,338,   'Flagford' to       'Gilra',17.62509084152392,17.59665116945167,line,146,     'Cashla' to    'Flagford'
line,339,   'Flagford' to       'Sligo',48.243568141304614,124.72419071855494,line,287,   'Flagford' to   'Srananagh'
line,340,   'Flagford' to      'Tonroe',42.25000356370443,59.32047124458566,line,85, 'Bellacorick' to   'Castlebar'
line,341,   'Flagford' to  'Sliabh Bawn',93.60105544016444,126.04702382311288,line,146,     'Cashla' to    'Flagford'
line,342,  'Fass East' to  'Fassaroe_T',25.815032204671017,51.04818713622994,line,669, 'CKM_Country' to   'Fass West'
line,343, 'Mountlucas' to  'Thornsberry',9.356886973736678,101.52917883304345,line,266,  'Derryiron' to  'Thornsberry'
line,344,  'Kill Hill' to     'Thurles',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,345,      'Ennis' to  'Slievecallan',21.533034312692553,22.204349052350473,line,144,     'Cashla' to      'Tynagh'
line,346,   'Drumkeen' to  'Letterkenny',32.19111246645349,51.312949961530194,line,445, 'Letterkenny' to    'Golagh T'
line,347,   'Drumkeen' to   'Meentycat',0.6902541614104464,2.044938141720484,line,274,   'Drumkeen' to  'Letterkenny'
line,348,   'Drumkeen' to     'Clogher',31.88394040482289,49.03797367322304,line,445, 'Letterkenny' to    'Golagh T'
line,349, 'Derrylahan' to  'Shannonbridg',2.614408133290265,0.14271378942477833,line,612, 'Bellacorick' to  'Srahnakilly'
line,350,  'Derryiron' to    'Kinnegad',44.028461200521676,103.6918329513382,line,954,  'Shanonagh' to   'Lanesboro'
line,351,  'Derryiron' to     'Timahoe',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,352,  'Derryiron' to  'Thornsberry',70.65730240709087,100.91632476748707,line,977,  'Rathcobican' to      'Derrygreenagh'
line,353, 'Dardistown' to     'Belcamp',8.051951102110527,14.89730045521469,line,99,    'Belcamp' to     'Kilmore'
line,354, 'Dardistown' to   'Fin_rural',9.093304377244218,23.24199034874582,trafo,1193,BLG2101'
line,355, 'Dardistown' to     'Kilmore',11.145717967081548,18.470404906556144,line,99,    'Belcamp' to     'Kilmore'
line,356,     'Dallow' to    'Dallow T',22.520066866568065,26.191794351644216,line,982, 'Portlaoise' to  'Kilcormac'
line,357,  'Dunmanway' to     'Macroom',12.923231501542846,20.099543397229404,line,123, 'Clashavoon' to   'Dunmanway'
line,358,  'Dunmanway' to  'Carrigdangan',3.8471000539737914,4.148717733900626,line,58, 'Ballyvouskil' to  'Clashavoon'
line,359,   'Dunstown' to    'Woodland',20.365384588852294,33.53616567988324,line,976,  'Woodland' to    'Rathcobican'
line,360,   'Dunstown' to      'Kellis',17.575604901188015,28.003898955510152,line,1040,Lodgewood to   Offshore GC 2
line,361,   'Dunstown' to  'Maynooth B',15.637445014809526,17.556700791664053,line,984,     'maynooth' to  'Culmullin'
line,362,   'Dunstown' to  'Maynooth B' 2,15.638404581895635,17.555814747865327,line,984,     'maynooth' to  'Culmullin'
line,363,   'Dunstown' to  'Turlough Hil',12.22769820603069,9.571233992776307,line,178, 'Carrickmines' to    'Dunstown'
line,364,  'Drybridge' to      'Deenes',70.16063976675798,84.4737988816036,line,64,  'Baltrasna' to     'Corduff'
line,365,  'Drybridge' to      'Gorman',36.75648346412586,96.9847016862333,line,333,     'Gorman' to  'Garballagh'
line,366,  'Drybridge' to      'LouthA',68.07694167834187,94.2088235623197,line,987,     'Meath hill' to  'Millfarm'
line,367,  'Drybridge' to   'Oldbridge',25.036021773526556,76.0058217773912,line,333,     'Gorman' to  'Garballagh'
line,368,    'Drombeg' to  'Kilpaddoge',24.39303630711444,49.51614548528852,line,244,    'Drombeg' to      'Tralee'
line,369,    'Drombeg' to      'Tralee',26.67170926755409,49.86467947404028,line,245,    'Drombeg' to  'Kilpaddoge'
line,370,  'Dungarvan' to  'Rathnaskillo',9.260721086045212,31.207220727910574,line,169,      'Cahir' to        'Doon'
line,371,  'Dungarvan' to   'Woodhouse',21.64917888995259,37.37421100893369,line,949,  'Knockraha' to   'Lyrencarriga'
line,372,   'Drumline' to       'Ennis',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,373,    'Dundalk' to  'Mullagharlin',11.097184355056102,15.51697248767337,line,238,    'Dundalk' to      'LouthB'
line,374,    'Dundalk' to      'LouthB',6.811101408311458,10.288257815873218,line,428,     'LouthA' to  'Mullagharlin'
line,375, 'Knockranny' to      'Screeb',10.27870352442544,10.048967016177027,line,415, 'Castlebagot' to     'Kishoge'
line,376, 'Knockranny' to  'Knockalough',11.178712972215392,11.178712972234742,trafo,787, 'Rinawade' 
line,377, 'Knockranny' to    'Salthill',12.994168247726948,15.440617940960333,line,324,     'Galway' to  'Knockranny A'
line,378, 'Knockranny A' to       'Ugool',5.706814320715202,5.7087530171318805,line,234, 'Knockranny' to    'Salthill'
line,379,   'CorduffB' to  'Finglas220b',19.870775773236247,34.606486357217676,line,226,    'Corduff' to     'Finglas'
line,380,   'CorduffB' to    'Woodland',12.802367637243698,24.797804524635776,line,108,     'Clonee' to    'Woodland'
line,381,    'Corduff' to     'Finglas',20.109187903008827,34.680841042971494,line,231,   'CorduffB' to  'Finglas220b'
line,382,    'Corduff' to  'Gallanstown',69.77374938549292,92.96883839962126,line,517,     'Platin' to   'Gallanstown'
line,383,    'Corduff' to    'Ryebrook',21.19248942586952,69.94187202691947,line,472, 'Maynooth B' to    'Ryebrook'
line,384,  'City West' to  'Fortunestown',12.68785124018151,59.09673424145105,line,671, 'Cookstown A' to  'Inch_Country'
line,385,  'City West' to  'Inch_Country',25.779922196364186,82.04152153652284,line,671, 'Cookstown A' to  'Inch_Country'
line,386,  'Cullenagh' to  'Great Island',3.0902819793314014,6.871651651697454,line,1022,   Coom Green to   'Knockraha'
line,387,  'Cullenagh' to   'Knockraha',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,388,  'Cullenagh' to  'Rathnaskillo',19.330907820204683,28.56663865021814,line,949,  'Knockraha' to   'Lyrencarriga'
line,389,  'Cullenagh' to   'Waterford',7.619974010092605,27.687345580394947,line,169,      'Cahir' to        'Doon'
line,390, 'Castledockre' to   'Lodgewood',14.435256684124061,8.81911456622831,trafo,972, 'Kilbarry' 
line,391, 'Corraclassy' to    'Gortawee',16.33154709336916,60.81163047193054,line,51,       'Arva' to    'Gortawee'
line,392, 'Coomagearlah' to     'Glanlee',2.832531299166682,4.235361145903107,line,647,   'Clonkeen' to      'Garrow'
line,393, 'Castleview' to   'Cow Cross',13.834267713444495,32.86690446039551,line,210, 'Castleview' to   'Knockraha'
line,394, 'Castleview' to   'Knockraha',19.255958198963448,38.71304317665869,line,464,Midleton to Lysaghtstown
line,395,  'Carrowbeg' to   'Castlebar',14.768264306633869,14.752573279235321,line,1003,     'Test_PV' to      'Cashla'
line,396,  'Cushaling' to  'Mountlucas',11.394012977642243,105.0436838575983,line,266,  'Derryiron' to  'Thornsberry'
line,397,  'Cushaling' to   'Newbridge',4.2294077453362995,42.365977691762744,line,266,  'Derryiron' to  'Thornsberry'
line,398,  'Cushaling' to  'Portlaoise',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,399,   'Cunghill' to     'Glenree',10.520872461679993,35.08993936245417,line,284,   'Flagford' to      'Tonroe'
line,400,   'Cunghill' to       'Sligo',12.502876295194335,36.19058449427344,line,284,   'Flagford' to      'Tonroe'
line,401,  'Cow Cross' to    'Oldcourt',1.0502895688522234,1.056519077053037,line,202,  'Cow Cross' to    'Oldcourt' 2
line,402,  'Cow Cross' to    'Oldcourt' 2,0.26075254816586035,1.054335844519541,line,203,  'Cow Cross' to    'Oldcourt'
line,403,  'Cow Cross' to     'Raffeen',28.939160219352857,38.20019040886315,line,464,Midleton to Lysaghtstown
line,404,  'Cow Cross' to   'Whitegate',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,405,     'Carlow' to      'Kellis',22.695478098400375,45.4958845888502,line,59,       'Athy' to  'Coolnabacky'
line,406,     'Carlow' to      'Kellis' 2,22.588280653935275,45.27303214738582,line,59,       'Athy' to  'Coolnabacky'
line,407,     'Carlow' to    'Stratf T',23.195548862999683,23.161596910309846,line,128,    'Coolroe' to    'Kilbarry'
line,408, 'Charleville' to    'Glenlara',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,409, 'Charleville' to    'Killonan',15.031015946382057,31.358314637760206,line,1023,   Coom Green to   'Killonan'
line,410, 'Charleville' to      'Mallow',48.11865524116877,62.42143661012004,line,1004, 'Charleville' to    'Test_PV_2'
line,411, 'College Park' to  'Finglas B5',4.526217235996803,23.02076018650411,line,697,    'Corduff' to    'Macetown'
line,412, 'College Park' to     'Corduff',12.22383012444387,26.304739003967327,line,697,    'Corduff' to    'Macetown'
line,413, 'Carrick on S' to    'Flagford' 2,25.331730468277215,75.44621316599292,line,287,   'Flagford' to   'Srananagh'
line,414, 'Carrick on S' to    'Flagford',25.948400977702153,77.28454811768611,line,287,   'Flagford' to   'Srananagh'
line,415, 'Carrick on S' to    'Arigna_T',27.212143239497312,84.49113627341085,line,287,   'Flagford' to   'Srananagh'
line,416, 'Cherrywood' to  'Fassaroe_T',5.84730308017664,20.396422409098673,line,668, 'CKM_Country' to  'Fassaroe_T'
line,417,      'Crane' to   'Lodgewood',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,418,      'Crane' to    'Tullabeg',45.14274661657682,93.774141004632,line,1058,     Banoge to      Kish DC
line,419,      'Crane' to     'Wexford',22.038950751121693,48.20065409976659,trafo,906,LDW2101'
line,420,      'Cloon' to   'Lanesboro',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,421,  'Bracklone' to   'Newbridge',42.29213175116743,79.7168355893444,line,432, 'Coolnabacky' to  'Portlaoise'
line,422,  'Bracklone' to  'Portlaoise',27.646988093284218,85.66971289138114,line,180,  'Bracklone' to   'Newbridge'
line,423, 'Carrickmines' to    'Dunstown',22.362647906680703,28.502455875545373,line,177, 'Carrickmines' to   'Irishtown'
line,424, 'Carrickmines' to   'Irishtown',53.28560829905239,86.22312227642492,line,356,  'Inchicore' to   'Irishtown'
line,425, 'Carrickmines' to  'Cherrywood',19.03171652804916,32.87070320300827,line,668, 'CKM_Country' to  'Fassaroe_T'
line,426, 'Carrickmines' to  'Pottery Road',72.06300281399976,93.16088589278145,line,463,  'McDermott' to  'North Quays'
line,427, 'Cromcastle' to     'Kilmore' 2,0.9737365503775156,0.020045303693154392,line,164, 'Cromcastle' to     'Kilmore'
line,428,      'Cahir' to        'Doon',116.85933224566728,140.62618463464352,line,1054,   Killonan to   Ballyvalode
line,429,      'Cahir' to   'Kill Hill',58.45048189216233,92.4163680666258,line,529, 'Shannonbridg' to    'Timoney'
line,430,      'Cahir' to   'Tipperary',68.61263025557272,129.83437962521387,line,1054,   Killonan to   Ballyvalode
line,431,      'Cahir' to    'Barrym T',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,432, 'Cromcastle' to     'Kilmore',0.9737365503775156,0.020045303690875316,line,170, 'Cromcastle' to     'Kilmore' 2
line,433,  'Cath_Fall' to       'Cliff',33.240912837034166,33.252384924636516,line,51,       'Arva' to    'Gortawee'
line,434,  'Cath_Fall' to  'Corraclassy',16.17697343889578,60.84744917758108,line,51,       'Arva' to    'Gortawee'
line,435,  'Cath_Fall' to   'Srananagh',24.882946412807947,57.75451820359231,line,51,       'Arva' to    'Gortawee'
line,436,  'Cath_Fall' to     'Clogher',35.17021304963019,67.9389310430719,line,664,  'Cath Fall' to     'Clogher'
line,437, 'Central Park' to       'Taney',24.139073696232423,57.40979312922695,line,173, 'Carrickmines' to  'Pottery Road'
line,438, 'Central Park' to  'Central Park',33.92033574337994,66.33688052720997,line,173, 'Carrickmines' to  'Pottery Road'
line,439, 'Carrigadrohi' to     'Macroom',2.3499640828700668,12.804496393652212,line,125, 'Clashavoon' to   'Knockraha'
line,440, 'Carrigadrohi' to      'Kilnap',6.925067372819367,17.33634807575533,line,125, 'Clashavoon' to   'Knockraha'
line,441,  'Castlebar' to       'Cloon',55.83702364866559,87.3392980368361,line,1003,     'Test_PV' to      'Cashla'
line,442,  'Castlebar' to      'Dalton',19.0933462525251,45.8933929954892,line,152,  'Castlebar' to       'Cloon'
line,443,    'Clahane' to       'Trien',6.607466219370138,33.947252198563866,line,964, 'Kilpaddoge' to      'Shrownoen'
line,444,    'Clahane' to      'Tralee',1.2722372828276582,33.9520011736782,line,964, 'Kilpaddoge' to      'Shrownoen'
line,445,     'Cashla' to    'Flagford',61.69108956299453,82.77099055003515,line,288,   'Flagford' to       'Louth'
line,446,     'Cashla' to    'Prospect',9.482690439768904,55.60830874441574,line,144,     'Cashla' to      'Tynagh'
line,447,     'Cashla' to      'Tynagh',52.987641819585896,88.99202714590356,line,505,  'Oldstreet' to      'Tynagh'
line,448,     'Cashla' to       'Cloon',15.91669317537631,46.71337158174908,line,1003,     'Test_PV' to      'Cashla'
line,449,     'Cashla' to      'Dalton',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,450,     'Cashla' to       'Ennis',44.90431119069909,73.94735084425585,line,144,     'Cashla' to      'Tynagh'
line,451,     'Cashla' to      'Galway',40.06846367558594,55.19717819018049,line,139,     'Cashla' to      'Galway' 2
line,452,     'Cashla' to      'Galway' 2,40.06846367558594,55.19717819018049,line,140,     'Cashla' to      'Galway'
line,453,     'Cashla' to      'Galway' 3,22.10799180463195,30.45670136218903,line,140,     'Cashla' to      'Galway'
line,454,     'Cashla' to    'Salthill',12.99080726166865,18.662642196294403,line,323,     'Galway' to    'Salthill'
line,455,     'Cashla' to  'Shantallow',90.52247712854206,131.12128916274125,line,144,     'Cashla' to      'Tynagh'
line,456,   'Corderry' to     'Garvagh',38.56376964869026,40.51741147895559,line,287,   'Flagford' to   'Srananagh'
line,457,   'Corderry' to   'Srananagh',41.43473464529129,98.33079031262864,line,287,   'Flagford' to   'Srananagh'
line,458,   'Corderry' to    'Arigna_T',24.1749870116717,81.32734018126409,line,287,   'Flagford' to   'Srananagh'
line,459,    'Coolroe' to   'Iniscarra',9.697790057445792,18.328669402612444,line,125, 'Clashavoon' to   'Knockraha'
line,460,    'Coolroe' to    'Kilbarry',12.50815286048444,22.23987049373397,line,125, 'Clashavoon' to   'Knockraha'
line,461,   'Clonkeen' to  'Knockeragh',8.055019432395765,24.283472524905637,line,557,     'Tralee' to    'Outagh T'
line,462, 'Clashavoon' to   'Knockraha',16.74045655504651,25.39409274501106,line,1022,   Coom Green to   'Knockraha'
line,463, 'Clashavoon' to    'Clonkeen',14.065446247472197,36.94818354002323,line,58, 'Ballyvouskil' to  'Clashavoon'
line,464, 'Clashavoon' to   'Dunmanway',11.956556441116728,20.329727585813263,line,258,  'Dunmanway' to     'Macroom'
line,465, 'Clashavoon' to     'Macroom' 2,15.55178470224457,32.82656692720917,line,125, 'Clashavoon' to   'Knockraha'
line,466,    'Clonfad' to    'Kinnegad',44.02054420309734,94.69768782257277,line,954,  'Shanonagh' to   'Lanesboro'
line,467,    'Clonfad' to   'Mullingar',7.394829491612873,50.62114248752137,line,120,    'Clonfad' to    'Kinnegad'
line,468,      'Cabra' to  'Pelletstown',44.939769287957596,85.00916329021679,line,295,  'Fin_urban' to   'McDermott'
line,469,      'Cabra' to  'Wolfe Tone',20.286978069945587,45.6889591735396,line,295,  'Fin_urban' to   'McDermott'
line,470, 'Ardnagappary' to  'Tievebrack',11.785469909870246,11.785609576074888,line,664,  'Cath Fall' to     'Clogher'
line,471, 'Coolderrig' to  'Grange Castl' 2,1.5210970836294015,0.05620701618371845,trafo,808, 'Ryebrook' 
line,472, 'Coolderrig' to  'Grange Castl',1.519139602351473,0.05620701618208895,line,208,  'Cushaling' to  'Mountlucas'
line,473,  'Boggeragh' to  'Clashavoon',25.696576219154675,30.008320629670504,line,125, 'Clashavoon' to   'Knockraha'
line,474,     'Banoge' to    'Tullabeg',49.91620567011851,98.77435436734461,line,1057,     'Arklow' to      Kish DC
line,475,  'Ballyadam' to    'Midleton',3.1542831091724732,85.49267407016244,line,464,Midleton to Lysaghtstown
line,476,  'Ballyadam' to   'Whitegate',3.062777921687499,85.50633948871321,line,464,Midleton to Lysaghtstown
line,477,     'Clonee' to     'Corduff',13.023080027380809,32.26775794773138,line,108,     'Clonee' to    'Woodland'
line,478,     'Clonee' to    'Woodland',20.547730907191625,32.37256333234303,line,109,     'Clonee' to     'Corduff'
line,479, 'Cloghboola' to       'Trien',56.56899591285366,56.72995938294542,trafo,977,KNO2101
line,480, 'Butlerstown' to   'Cullenagh',2.405199508432354,19.64297732505734,line,169,      'Cahir' to        'Doon'
line,481, 'Butlerstown' to  'Killoteran',12.645691384326641,17.976368230818924,line,940,   'Rosspile' to     'Wexford'
line,482,    'Belcamp' to     'Finglas',13.930916080704705,31.475147588120468,line,103,    'Belcamp' to  'Shellybanks'
line,483,    'Belcamp' to  'Shellybanks',22.81421627368183,35.0980369079435,line,299, 'Finglas220b' to  'North Wall'
line,484,    'Belcamp' to      'Grange',17.56512201118876,43.57943526637566,line,400,    'Kilmore' to     'Newbury'
line,485,    'Belcamp' to     'Kilmore',21.233950143353052,31.865419722206912,line,100,    'Belcamp' to      'Grange'
line,486,   'Cloghran' to     'Corduff',42.25428422601342,74.18283528939888,line,696,    'Corduff' to  'Snughborough'
line,487,     'Bandon' to      'Brinny',4.529358923200574,9.077491194727479,line,92,     'Bandon' to      'Brinny' 2
line,488,     'Bandon' to   'Dunmanway',5.100113478697077,10.685702251503551,line,94,     'Bandon' to    'RaffeenB'
line,489,     'Bandon' to    'RaffeenB',7.946103624078453,12.840335249527474,line,258,  'Dunmanway' to     'Macroom'
line,490,     'Bandon' to      'Brinny' 2,4.527810059643857,9.071726081818522,line,96,     'Bandon' to      'Brinny'
line,491, 'Ballyragget' to    'Kilkenny',24.259650824544195,33.665278114372974,line,169,      'Cahir' to        'Doon'
line,492, 'Ballyragget' to  'Coolnabacky',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,493,  'Blackrock' to  'Pottery Road',59.89303624601653,81.16138222250471,line,463,  'McDermott' to  'North Quays'
line,494,  'Blackrock' to    'Ringsend',27.876836502522025,49.10000886869446,line,463,  'McDermott' to  'North Quays'
line,495, 'Airton Road' to   'Inch_City',21.639456672633052,43.387432416111494,line,86, 'Airton Road' to   'Inch_City' 2
line,496, 'Airton Road' to   'Inch_City' 2,21.639456672633052,43.387432416111494,line,87, 'Airton Road' to   'Inch_City'
line,497, 'Bellacorick' to   'Castlebar',30.99771415673415,48.284181816424564,line,284,   'Flagford' to      'Tonroe'
line,498, 'Bellacorick' to         'Moy',42.75966970319645,62.34054097743781,line,284,   'Flagford' to      'Tonroe'
line,499, 'Bellacorick' to  'Bellacorick' 6,0.19799267835945272,0.8536810065335264,line,82, 'Bellacorick' to  'Srahnakilly' 2
line,500, 'Bellacorick' to  'Srahnakilly' 2,5.686633475741557,4.17065291422679,line,83, 'Bellacorick' to  'Bellacorick' 6
line,501, 'BarnahelyB' to    'RaffeenB',12.201273898881835,24.557128746740172,line,79,  'Barnahely' to     'Raffeen'
line,502,  'Barnahely' to     'Raffeen',19.584925828723794,38.57147913708297,line,81, 'BarnahelyB' to    'RaffeenB'
line,503, 'Barnageeragh' to  'Snughborough',12.455035018014597,53.855614564465085,line,97,   'Cloghran' to     'Corduff'
line,504,  'Ballydine' to   'Cullenagh',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,505,  'Ballydine' to        'Doon',9.898669674878786,134.3972396236578,line,169,      'Cahir' to        'Doon'
line,506,     'Baroda' to     'Monread',84.1054671146712,142.98638664305855,line,379,    'Kilteel' to  'Maynooth A'
line,507,     'Baroda' to   'Newbridge',72.85356958153338,120.00023274547318,line,379,    'Kilteel' to  'Maynooth A'
line,508,    'Binbane' to   'Cath_Fall',20.673786329121967,27.80066584077044,line,664,  'Cath Fall' to     'Clogher'
line,509,    'Binbane' to  'Tievebrack',27.646788125042498,37.392001743425425,line,664,  'Cath Fall' to     'Clogher'
line,510, 'Blundelstown' to     'Corduff',83.79832868584927,133.73709145887082,trafo,1325,Culmullin 220_110'
line,511, 'Blundelstown' to   'Mullingar',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,512, 'Ballylickey' to   'Dunmanway',18.3112666142446,17.95912766371775,line,58, 'Ballyvouskil' to  'Clashavoon'
line,513,  'Baltrasna' to      'Deenes',13.548984126403852,83.35406565092174,line,250,  'Drybridge' to      'Deenes'
line,514,  'Baltrasna' to     'Corduff',14.861144444618457,84.35522040139382,line,250,  'Drybridge' to      'Deenes'
line,515,  'Booltiagh' to       'Ennis',24.474225660887726,36.012692363459735,line,141,     'Cashla' to       'Ennis'
line,516,  'Booltiagh' to    'Tulbrk T',23.442135383990113,35.729957813663795,line,141,     'Cashla' to       'Ennis'
line,517, 'Ballywater' to       'Crane',31.557884745420456,12.235827158127295,line,1057,     'Arklow' to      Kish DC
line,518,       'Athy' to      'Carlow',14.462668499737715,23.55721822798058,line,254,   'Dunstown' to      'Kellis'
line,519,       'Athy' to  'Coolnabacky',23.641807195706892,32.546369614531216,line,254,   'Dunstown' to      'Kellis'
line,520, 'Ballyvouskil' to  'Clashavoon',15.917158007534479,24.31515745013372,line,1022,   Coom Green to   'Knockraha'
line,521, 'Ballyvouskil' to  'Ballynahulla',16.830555706001448,25.112173345005356,line,1022,   Coom Green to   'Knockraha'
line,522,     'Artane' to   'Fin_urban',47.18103141670899,87.71225073422812,line,295,  'Fin_urban' to   'McDermott'
line,523,     'Artane' to   'McDermott',38.39963904401765,77.83008990132649,line,295,  'Fin_urban' to   'McDermott'
line,524,       'Arva' to  'Carrick on S',8.054328804740004,47.48319885713035,line,51,       'Arva' to    'Gortawee'
line,525,       'Arva' to    'Gortawee',74.03610554123429,99.53177569624239,line,287,   'Flagford' to   'Srananagh'
line,526,Arva to Balruntagh,0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,527,       'Arva' to       'Navan',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,528,       'Arva' to    'Shankill',14.549513392613992,30.322300055217305,line,1064,Arva to Knockanarragh
line,529,       'Arva' to    'Shankill'2,14.914782222430874,31.023270554585842,line,1064,Arva to Knockanarragh
line,530,  'Aughinish' to  'Ballinknocka',34.42507044698046,60.961408217836436,line,44,  'Aughinish' to    'Moneteen'
line,531,  'Aughinish' to    'Moneteen',27.386543670965573,86.28929811932767,line,40, 'Ballinknocka' to  'Kilpaddoge'
line,532, 'Ballinknocka' to  'Kilpaddoge',59.66327384257397,86.01582144111572,line,44,  'Aughinish' to    'Moneteen'
line,533,    'Athlone' to   'Lanesboro',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,534,    'Athlone' to  'Shannonbridg',51.03264147098623,80.87815323193315,line,954,  'Shanonagh' to   'Lanesboro'
line,535,      'Athea' to     'Dromada',9.192115857641667,9.49715513522881,line,552,      'Trien' to       'Trien' 2
line,536,      'Athea' to  'Knockanure B',11.699111695342944,11.904268176308046,line,552,      'Trien' to       'Trien' 2
line,537,     'Arklow' to  'Carrickmines',2.910839158227497,8.869754020389795,line,1040,Lodgewood to   Offshore GC 2
line,538,     'Arklow' to   'Lodgewood',9.995648827656947,21.373481956301635,line,185,      'Crane' to    'Tullabeg'
line,539,     'Arklow' to      'Banoge',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,540,     'Arklow' to  'Pollahoney',0.7290741623330199,1.4090374805938635,line,27,     'Arklow' to  'Pollahoney' 2
line,541,     'Arklow' to  'Pollahoney' 2,0.6938639772885844,1.4074103208143498,line,28,     'Arklow' to  'Pollahoney'
line,542,      'Anner' to        'Doon',34.7160487475936,34.71604874760956,trafo,879,MP4201
line,543,  'Adamstown' to  'Grange Castl',5.75644190366549,20.59589926986197,line,357, 'Inch_Country' to  'YellowMeadow'
line,544,  'Adamstown' to  'Inch_Country',19.868279568676158,40.984979685266545,line,357, 'Inch_Country' to  'YellowMeadow'
line,545,      'Ahane' to   'Killonan2',6.023174048888472,6.03977024822907,line,567, 'Ardnacrusha' to    'Singland'
line,546,  'Agannygal' to  'Derrybrien',6.785900185437485,7.7610643744348256,line,1050,  Shannonbridge to  Ballydonagh
line,547,  'Agannygal' to       'Ennis',23.903353164461592,84.00424316343448,line,1050,  Shannonbridge to  Ballydonagh
line,548,  'Agannygal' to  'Shannonbridg',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,549,   'Aghada_B' to    'Glanagow',26.81726173643739,49.74329996484494,line,337,   'Glanagow' to     'Raffeen'
line,550,   'Aghada_B' to   'Knockraha',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,551,     'Aghada' to    'AghT2102',0.4037924834203735,0.39270312448480627,line,1059,   'Aghada_B' to   'Offshore Knockraha'
line,552,     'Aghada' to   'Knockraha',0.0,0.0,line,1062,   Offshore  to   'Knockraha'
line,553,     'Aghada' to     'Raffeen',11.743994700825812,34.29489544034224,line,337,   'Glanagow' to     'Raffeen'
line,554,     'Aghada' to   'Whitegate',15.303259637134529,45.47197664851833,line,464,Midleton to Lysaghtstown
line,555, 'Ardnacrusha' to    'Drumline',49.60837824071026,172.9515991547762,line,952,   'Coolshamroge' to       'Ennis'
line,556, 'Ardnacrusha' to       'Ennis',11.213074168660926,71.35036655961406,line,952,   'Coolshamroge' to       'Ennis'
line,557, 'Ardnacrusha' to    'Limerick',48.16100580814309,100.05828285385317,line,567, 'Ardnacrusha' to    'Singland'
line,558,Knockanarragh to Balruntagh,58.59185196187945,70.67726859887497,line,427,     'LouthA' to   'Ratrussan'
line,559,Arva to Knockanarragh,57.35910587164684,68.86411990828721,line,427,     'LouthA' to   'Ratrussan'
line,560,    Gortyrahilly to  'Ballyvouskil',14.699951969786925,1.8579852693680967e-12,line,464,Midleton to Lysaghtstown
trafo,1329,Unknown,0.0,0.0,line,1062,   Offshore  to   'Knockraha'
trafo,1328,Unknown,0.060454484424766745,0.06071228077468302,line,938,  'Knockraha' to   'Dromana'
trafo,1327,Unknown,73.38656552073081,73.78719008771128,line,529, 'Shannonbridg' to    'Timoney'
