Element Type,Element Index,Element Name,Intact Loading %,Max Loading %,Cause Element,Cause Index,Cause Element Name
trafo,1326,Unknown,14.064569017614684,90.98504318583552,line,977,  'Rathcobican' to      'Derrygreenagh'
trafo,1325,Unknown,111.91521715883172,186.78570549170436,line,70, 'Blundelstown' to     'Corduff'
trafo,1324,Unknown,57.15108192138088,64.68580580097209,line,994,Yellow River to Garr
trafo,1323,Unknown,0.6497143189248002,0.9433979619806854,line,91, 'Ballyragget' to    'Kilkenny'
trafo,1322,Unknown,36.08893350141381,36.08893350112246,trafo,993, 'HeustonT' 
trafo,1281,Unknown,0.04146843859530338,0.04146843859573173,line,432, 'Coolnabacky' to  'Portlaoise'
trafo,1280,Unknown,21.95514504310768,22.066245246650283,line,169,      'Cahir' to        'Doon'
trafo,1279,Unknown,0.0,0.0,line,1062,   Offshore  to   'Knockraha'
trafo,1278,Unknown,80.27917785688234,80.74183720781171,line,146,     'Cashla' to    'Flagford'
trafo,1277,Unknown,0.0406056943709443,0.04075176068117556,trafo,763,SRA2101'
trafo,1276,Unknown,0.040561424593869265,0.04069195435724996,line,285,   'Flagford' to       'Sligo'
trafo,1275,Unknown,50.9610869023582,50.93939287893501,line,940,   'Rosspile' to     'Wexford'
trafo,1274,Unknown,0.060454405732451755,0.060712201746791004,line,938,  'Knockraha' to   'Dromana'
trafo,1273,Unknown,32.835383163963456,34.18301579565872,line,1052,Curraghtown to Paddock
trafo,1272,Unknown,37.9744082647137,75.82891258296088,trafo,1271, 'Ardnacru' 
trafo,1271,Unknown,37.95967385663581,75.82690053818008,trafo,1272, 'Ardnacru' 
trafo,1270,Unknown,77.59727522855093,77.52976843169387,line,306,   'Firlough' to     'Glenree'
trafo,1269,Unknown,80.4043546911036,80.33736991443551,line,357, 'Inch_Country' to  'YellowMeadow'
trafo,1268,Unknown,72.09606370299998,72.02749936952853,line,1013,  Flanagan to     Kill Hill
trafo,1267,Unknown,86.1133484955818,86.04737915659885,line,357, 'Inch_Country' to  'YellowMeadow'
trafo,1266,Unknown,0.07023435148799133,0.07119078525674641,line,9,     'Aghada' to   'Whitegate'
trafo,1265,Unknown,58.30550565471715,58.60826964361203,line,16,   'Aghada_B' to    'Glanagow'
trafo,1264,Unknown,0.06100241883049047,0.061204743735516653,line,1059,   'Aghada_B' to   'Offshore Knockraha'
trafo,1263,Unknown,0.06100241883049047,0.061204743735516653,line,1059,   'Aghada_B' to   'Offshore Knockraha'
trafo,1262,Unknown,33.48005539129575,38.040219833875284,line,287,   'Flagford' to   'Srananagh'
trafo,1261,Unknown,0.040508829095347525,0.0409863873755248,line,188, 'Carrick on S' to    'Arigna_T'
trafo,1260,Unknown,0.06100224833698278,0.0612045179832679,line,1059,   'Aghada_B' to   'Offshore Knockraha'
trafo,1259,Unknown,12.111121643859821,36.07723322486013,line,464,Midleton to Lysaghtstown
trafo,1258,Unknown,13.002407414496837,13.038234181704455,line,567, 'Ardnacrusha' to    'Singland'
trafo,1257,Unknown,40.9959195790926,83.74151733104742,trafo,1256, 'Adamstow' 
trafo,1256,Unknown,40.9959195790926,83.74151733104742,trafo,1257, 'Adamstow' 
trafo,1255,Unknown,0.07602269553209426,0.08836102533858858,trafo,1254, 'Arklow' 
trafo,1254,Unknown,0.07602269553209426,0.08836102533858858,trafo,1255, 'Arklow' 
trafo,1253,Unknown,14.043330881061756,26.584944401279913,trafo,1252, 'Arklow' 
trafo,1252,Unknown,14.043330881061756,26.584944401279913,trafo,1253, 'Arklow' 
trafo,1251,Unknown,7.063863942573646,35.75494468988676,line,1058,     Banoge to      Kish DC
trafo,1250,Unknown,7.063863942573646,35.75494468988676,line,1058,     Banoge to      Kish DC
trafo,1249,Unknown,7.536538182519958,8.080033176893203,line,552,      'Trien' to       'Trien' 2
trafo,1248,Unknown,14.19720422993413,28.373977958011597,trafo,1247, 'Athlone' 
trafo,1247,Unknown,14.19720422993413,28.373977958011597,trafo,1248, 'Athlone' 
trafo,1246,Unknown,75.22236329796671,75.24017209257212,line,46,  'Aughinish' to  'Ballinknocka'
trafo,1245,Unknown,30.068162978906308,60.32653961817223,trafo,1244, 'ArtaneT1' 
trafo,1244,Unknown,30.068162978906308,60.32653961817223,trafo,1245, 'ArtaneT1' 
trafo,1243,Unknown,11.565400066493222,14.412778330873245,trafo,1242,BVS2102'
trafo,1242,Unknown,11.57512355309142,14.417227111215169,trafo,1243,BVS2101'
trafo,1241,Unknown,83.483948982453,84.74529933661785,line,59,       'Athy' to  'Coolnabacky'
trafo,1240,Unknown,11.18396678841043,11.886232091957192,line,1057,     'Arklow' to      Kish DC
trafo,1239,Unknown,9.600026104912894,10.284746012228673,line,1050,  Shannonbridge to  Ballydonagh
trafo,1238,Unknown,22.197325569716952,23.800384660588854,line,1050,  Shannonbridge to  Ballydonagh
trafo,1237,Unknown,11.027709138486715,11.764380739056449,line,1050,  Shannonbridge to  Ballydonagh
trafo,1236,Unknown,5.702533423721889,10.266804356851189,trafo,1235, 'Baltrasn' 
trafo,1235,Unknown,5.702533423721889,10.266804356851189,trafo,1236, 'Baltrasn' 
trafo,1234,Unknown,19.077286337350674,19.38445524872387,line,58, 'Ballyvouskil' to  'Clashavoon'
trafo,1233,Unknown,81.12026446187093,162.40988667027796,trafo,1232, 'Ballybeg' 
trafo,1232,Unknown,81.12026446187093,162.40988667027796,trafo,1233, 'Ballybeg' 
trafo,1231,Unknown,1.0042283355662414,1.0108770126460713,line,1004, 'Charleville' to    'Test_PV_2'
trafo,1230,Unknown,0.8408057601611016,2.557418060339942,line,1004, 'Charleville' to    'Test_PV_2'
trafo,1229,Unknown,15.464079453319119,17.58677873699922,line,194, 'Charleville' to      'Mallow'
trafo,1228,Unknown,72.68480912860366,72.70273927065006,line,470, 'Maynooth B' to     'Blake T'
trafo,1227,Unknown,60.19460796634587,60.32263186862726,trafo,1325,Culmullin 220_110'
trafo,1226,Unknown,1.327392763434011,3.9680733809847784,line,72,    'Binbane' to   'Cath_Fall'
trafo,1225,Unknown,1.327392763434011,3.9680733809847784,line,72,    'Binbane' to   'Cath_Fall'
trafo,1224,Unknown,6.739719742522314,13.459893133840358,trafo,1223, 'BarodaT1' 
trafo,1223,Unknown,6.739719742522314,13.459893133840358,trafo,1224, 'BarodaT1' 
trafo,1222,Unknown,31.650091349529163,64.05915017470589,trafo,1221, 'Ballydin' 
trafo,1221,Unknown,31.650091349529163,64.05915017470589,trafo,1222, 'Ballydin' 
trafo,1220,Unknown,4.941461297131953,12.246572180421104,line,169,      'Cahir' to        'Doon'
trafo,1219,Unknown,28.993798875038774,59.124164433751126,trafo,1218, 'Barnageeragh' to  'Barnageeragh'
trafo,1218,Unknown,28.993798875038774,59.124164433751126,trafo,1219, 'Barnageeragh' to  'Barnageeragh'
trafo,1217,Unknown,24.13100591378549,47.54900202674916,trafo,1216, 'Barnahea' 
trafo,1216,Unknown,24.13100591378549,47.54900202674916,trafo,1217, 'Barnahea' 
trafo,1215,Unknown,15.278560213019027,22.939193189783673,trafo,1214, 'Barnahea' 
trafo,1214,Unknown,15.278560213019027,22.939193189783673,trafo,1215, 'Barnahea' 
trafo,1213,Unknown,15.278560213019027,22.939193189783673,trafo,1215, 'Barnahea' 
trafo,1212,Unknown,46.858061617031886,46.858061617312366,line,485, 'Moneypoint' to    'Prospect'
trafo,1211,Unknown,15.16337799651622,15.109636221483875,trafo,1210, 'Bellacor' 
trafo,1210,Unknown,15.156858121519997,15.119137324684582,trafo,1211, 'Bellacor' 
trafo,1209,Unknown,30.277919123936094,60.9192777172119,trafo,1208, 'Blackroc' 
trafo,1208,Unknown,30.277919123936094,60.9192777172119,trafo,1209, 'Blackroc' 
trafo,1207,Unknown,46.937803699897884,47.17852013994293,line,91, 'Ballyragget' to    'Kilkenny'
trafo,1206,Unknown,20.443210204281836,20.553772953111977,line,95,     'Bandon' to   'Dunmanway'
trafo,1205,Unknown,18.54351739829149,33.15899068725337,trafo,1204, 'Bandon' 
trafo,1204,Unknown,18.54351739829149,33.15899068725337,trafo,1205, 'Bandon' 
trafo,1203,Unknown,50.84090745744939,64.04500219081771,trafo,1202, 'Cloghran' 
trafo,1202,Unknown,50.84090745744939,64.04500219081771,trafo,1203, 'Cloghran' 
trafo,1201,Unknown,50.84090745744939,64.04500219081771,trafo,1203, 'Cloghran' 
trafo,1200,Unknown,50.84090745744939,64.04500219081771,trafo,1203, 'Cloghran' 
trafo,1199,Unknown,50.84090745744939,64.04500219081771,trafo,1203, 'Cloghran' 
trafo,1198,Unknown,22.42704442013385,22.65700173983593,line,169,      'Cahir' to        'Doon'
trafo,1197,Unknown,0.040115203187441856,0.040325091338041325,line,463,  'McDermott' to  'North Quays'
trafo,1196,Unknown,0.040115203187441856,0.040325091338041325,line,463,  'McDermott' to  'North Quays'
trafo,1195,Unknown,0.040115203187441856,0.040325091338041325,line,463,  'McDermott' to  'North Quays'
trafo,1194,Unknown,0.040115203187441856,0.040325091338041325,line,463,  'McDermott' to  'North Quays'
trafo,1193,Unknown,34.372635984207214,41.671268080786895,trafo,1192,Belcamp'
trafo,1192,Unknown,34.372635984207214,41.671268080786895,trafo,1193,BLG2101'
trafo,1191,Unknown,81.62008639538381,81.60008663734561,line,106, 'Butlerstown' to   'Cullenagh'
trafo,1190,Unknown,60.239000458892555,60.223278782341104,line,527,  'Ratrussan' to    'Shankill'
trafo,1189,Unknown,20.382115112169046,41.07194068690166,line,92,     'Bandon' to      'Brinny' 2
trafo,1188,Unknown,4.468771021903103,5.908124307014937,trafo,977,KNO2101
trafo,1187,Unknown,116.4104607319302,116.55194277725049,line,552,      'Trien' to       'Trien' 2
trafo,1186,Unknown,58.03999891515844,78.16410838128542,trafo,1185,     'Clonee' to      'Clonee'
trafo,1185,Unknown,58.03999891515844,78.16410838128542,trafo,1186,     'Clonee' to      'Clonee'
trafo,1184,Unknown,58.03999891515844,78.16410838128542,trafo,1186,     'Clonee' to      'Clonee'
trafo,1183,Unknown,58.03999891515844,78.16410838128542,trafo,1186,     'Clonee' to      'Clonee'
trafo,1182,Unknown,0.0700178120884958,0.07016050148777447,line,111,  'Ballyadam' to    'Midleton'
trafo,1181,Unknown,0.0700178120884958,0.07016050148777447,line,111,  'Ballyadam' to    'Midleton'
trafo,1180,Unknown,5.178197215852729,52.41921243645464,line,1057,     'Arklow' to      Kish DC
trafo,1179,Unknown,5.178197215852729,52.41921243645464,line,1057,     'Arklow' to      Kish DC
trafo,1178,Unknown,1.1342915679730412,1.1342915678641121,trafo,1161, 'Castleba' 
trafo,1177,Unknown,18.83520216368615,18.796028009050126,trafo,738, 'TrinityT' 
trafo,1176,Unknown,1.551941133672194,1.5519411335059619,line,994,Yellow River to Garr
trafo,1175,Unknown,39.284899689905686,39.285365243920204,line,664,  'Cath Fall' to     'Clogher'
trafo,1174,Unknown,32.8963044691661,66.73158812334356,trafo,1173, 'Cabra' 
trafo,1173,Unknown,32.8963044691661,66.73158812334356,trafo,1174, 'Cabra' 
trafo,1172,Unknown,75.1544719328916,75.17608235328704,line,119,    'Clonfad' to   'Mullingar'
trafo,1171,Unknown,2.307287386886637,12.453790283520531,line,125, 'Clashavoon' to   'Knockraha'
trafo,1170,Unknown,2.2868430286023265,12.430784295236034,line,125, 'Clashavoon' to   'Knockraha'
trafo,1169,Unknown,22.324888012463827,26.69166061438994,line,128,    'Coolroe' to    'Kilbarry'
trafo,1168,Unknown,7.284009105555604,8.941325829573188,line,188, 'Carrick on S' to    'Arigna_T'
trafo,1167,Unknown,3.4990656410940804,7.386015874715844,line,287,   'Flagford' to   'Srananagh'
trafo,1166,Unknown,21.915745078028465,35.213535784705016,trafo,831,OST4201'
trafo,1165,Unknown,21.664720988234624,34.81049624054481,trafo,831,OST4201'
trafo,1164,Unknown,23.30993519888723,37.45130634383106,trafo,831,OST4201'
trafo,1163,Unknown,12.141024389119332,13.604869739453083,line,964, 'Kilpaddoge' to      'Shrownoen'
trafo,1162,Unknown,0.26193827793025853,0.26299336382525856,line,148,    'Clahane' to       'Trien'
trafo,1161,Unknown,29.388507141344018,86.0133908437136,trafo,1160, 'Castleba' 
trafo,1160,Unknown,29.377652972791417,43.62598577135626,trafo,1161, 'Castleba' 
trafo,1159,Unknown,27.3825971595061,27.49990156863567,line,208,  'Cushaling' to  'Mountlucas'
trafo,1158,Unknown,68.8950679608467,70.27236039502979,line,155, 'Carrigadrohi' to     'Macroom'
trafo,1157,Unknown,24.058264738623166,48.19599197728826,trafo,1156, 'CentralP' 
trafo,1156,Unknown,24.058264738623166,48.19599197728826,trafo,1157, 'CentralP' 
trafo,1155,Unknown,58.98577726685244,58.93915404488757,line,51,       'Arva' to    'Gortawee'
trafo,1154,Unknown,0.07016690112653667,0.14031712592847878,line,170, 'Cromcastle' to     'Kilmore' 2
trafo,1153,Unknown,16.204066082933743,28.616651792576377,trafo,1152, 'Cahir' 
trafo,1152,Unknown,16.204066082933743,28.616651792576377,trafo,1153, 'Cahir' 
trafo,1151,Unknown,0.07016690112653667,0.14031712592839915,line,164, 'Cromcastle' to     'Kilmore'
trafo,1150,Unknown,52.724960155450376,108.63282777029946,trafo,1149, 'CARRICKM' 
trafo,1149,Unknown,52.724960155450376,108.63282777029946,trafo,1150, 'CARRICKM' 
trafo,1148,Unknown,27.979161364166004,32.78911309898011,trafo,1147,CKM2102'
trafo,1147,Unknown,27.979161364166004,32.78911309898011,trafo,1148,CKM2101'
trafo,1146,Unknown,27.942383863534616,32.771409766472196,trafo,1145,CKM2104'
trafo,1145,Unknown,27.942383863534616,32.771409766472196,trafo,1146,CKM2103'
trafo,1144,Unknown,0.0400334165140595,0.040037385572950425,trafo,798, 'Dublin W' 
trafo,1143,Unknown,0.0400334165140595,0.040037385572950425,trafo,798, 'Dublin W' 
trafo,1142,Unknown,0.0400334165140595,0.040037385572950425,trafo,798, 'Dublin W' 
trafo,1141,Unknown,0.03858400491892577,0.06574119132506669,line,356,  'Inchicore' to   'Irishtown'
trafo,1140,Unknown,0.03858400491892577,0.06574119132506669,line,356,  'Inchicore' to   'Irishtown'
trafo,1139,Unknown,62.56782491686296,62.52033638405069,line,51,       'Arva' to    'Gortawee'
trafo,1138,Unknown,62.56782491686296,62.52033638405069,line,51,       'Arva' to    'Gortawee'
trafo,1137,Unknown,43.42094469665799,91.25967882488038,trafo,514, 'Castlefa' 
trafo,1136,Unknown,0.06999989948858427,0.06999989948883945,line,123, 'Clashavoon' to   'Dunmanway'
trafo,1135,Unknown,0.06999989948858427,0.06999989948883945,line,123, 'Clashavoon' to   'Dunmanway'
trafo,1134,Unknown,0.06970034090769141,0.06985799646381795,trafo,798, 'Dublin W' 
trafo,1133,Unknown,0.06970034090769141,0.06985799646381795,trafo,798, 'Dublin W' 
trafo,1132,Unknown,46.60309713685121,62.94164529868078,trafo,1131,   'Darndale' to    'Darndale'
trafo,1131,Unknown,46.60309713685121,62.94164529868078,trafo,1132,   'Darndale' to    'Darndale'
trafo,1130,Unknown,46.60309713685121,62.94164529868078,trafo,1132,   'Darndale' to    'Darndale'
trafo,1129,Unknown,46.60309713685121,62.94164529868078,trafo,1132,   'Darndale' to    'Darndale'
trafo,1128,Unknown,20.13069361855554,26.96359842445236,trafo,1127, 'Clutterl' 
trafo,1127,Unknown,20.13069361855554,26.96359842445236,trafo,1128, 'Clutterl' 
trafo,1126,Unknown,20.13069361855554,26.96359842445236,trafo,1128, 'Clutterl' 
trafo,1125,Unknown,20.13069361855554,26.96359842445236,trafo,1128, 'Clutterl' 
trafo,1124,Unknown,14.739629352936365,18.3497840562496,trafo,1123, 'Cloon' 
trafo,1123,Unknown,14.739629352936365,18.3497840562496,trafo,1124, 'Cloon' 
trafo,1122,Unknown,44.051586503425675,44.05158651091398,trafo,1084, 'Dundalk' 
trafo,1121,Unknown,86.53238082577896,86.82167654721313,line,1057,     'Arklow' to      Kish DC
trafo,1120,Unknown,38.06896402380702,38.128144007220996,line,955,      'Crane' to   'Effernoge'
trafo,1119,Unknown,0.06959594120999016,0.06975382694334833,trafo,798, 'Dublin W' 
trafo,1118,Unknown,0.06959594120999016,0.06975382694334833,trafo,798, 'Dublin W' 
trafo,1117,Unknown,11.023958145889445,22.114549780885678,trafo,1116, 'Cherrywo' 
trafo,1116,Unknown,11.023958145889445,22.114549780885678,trafo,1117, 'Cherrywo' 
trafo,1115,Unknown,28.20660274898012,56.43697381475232,trafo,1114, 'Carricko' 
trafo,1114,Unknown,28.20660274898012,56.43697381475232,trafo,1115, 'Carricko' 
trafo,1113,Unknown,23.201575022168345,34.85309928393157,trafo,1112, 'CollegeP' 
trafo,1112,Unknown,23.201575022168345,34.85309928393157,trafo,1113, 'CollegeP' 
trafo,1111,Unknown,23.201575022168345,34.85309928393157,trafo,1113, 'CollegeP' 
trafo,1110,Unknown,52.72658106979355,53.38421598037635,line,1004, 'Charleville' to    'Test_PV_2'
trafo,1109,Unknown,18.70145536976291,22.995345641470518,line,1004, 'Charleville' to    'Test_PV_2'
trafo,1108,Unknown,17.39438731428608,34.75963560317642,trafo,1107, 'Carlow' 
trafo,1107,Unknown,17.39438731428608,34.75963560317642,trafo,1108, 'Carlow' 
trafo,1106,Unknown,0.07046034934859459,0.07072110480913173,line,1047,  'Cow Cross' to  Rathcoursey
trafo,1105,Unknown,9.043570218601973,11.132813652857134,line,1047,  'Cow Cross' to  Rathcoursey
trafo,1104,Unknown,11.331467035165772,15.090883896053162,line,287,   'Flagford' to   'Srananagh'
trafo,1103,Unknown,45.98737704654463,46.36523028201739,line,1003,     'Test_PV' to      'Cashla'
trafo,1102,Unknown,39.21903167616597,78.1198060874099,trafo,1101, 'CastleVi' 
trafo,1101,Unknown,39.21903167616597,78.1198060874099,trafo,1102, 'CastleVi' 
trafo,1100,Unknown,7.410623858434633,14.851325541387588,trafo,1099, 'Castleview' to  'Castleview'
trafo,1099,Unknown,7.410623858434633,14.851325541387588,trafo,1100, 'Castleview' to  'Castleview'
trafo,1098,Unknown,2.9419290978902155,5.5019978430661265,line,647,   'Clonkeen' to      'Garrow'
trafo,1097,Unknown,4.5892025575963995,8.57977131695901,line,647,   'Clonkeen' to      'Garrow'
trafo,1096,Unknown,11.49056449127097,11.46484894126986,line,303,  'Fin_rural' to      'Grange'
trafo,1095,Unknown,7.2938210722878525,38.853390272433266,line,169,      'Cahir' to        'Doon'
trafo,1094,Unknown,56.72038678409973,57.31602385576511,line,671, 'Cookstown A' to  'Inch_Country'
trafo,1093,Unknown,37.8170432391538,40.0692584881788,line,472, 'Maynooth B' to    'Ryebrook'
trafo,1092,Unknown,41.02304155173611,83.37148367603227,trafo,1091,    'Corduff' to     'Corduff'
trafo,1091,Unknown,41.02304155173611,83.37148367603227,trafo,1092,    'Corduff' to     'Corduff'
trafo,1090,Unknown,24.60014344657238,39.38158076329456,line,1051,Paddock to Woodland
trafo,1089,Unknown,24.596001817365625,39.373267094302165,line,1051,Paddock to Woodland
trafo,1088,Unknown,28.13647927168424,37.659547048225114,trafo,1087, 'CRUISERATH' to  'CRUISERATH'
trafo,1087,Unknown,28.13647927168424,37.659547048225114,trafo,1088, 'CRUISERATH' to  'CRUISERATH'
trafo,1086,Unknown,28.13647927168424,37.659547048225114,trafo,1088, 'CRUISERATH' to  'CRUISERATH'
trafo,1085,Unknown,28.13647927168424,37.659547048225114,trafo,1088, 'CRUISERATH' to  'CRUISERATH'
trafo,1084,Unknown,14.80791521582786,21.427188813346497,trafo,1083, 'Dundalk' 
trafo,1083,Unknown,14.80791521582786,21.427188813346497,trafo,1084, 'Dundalk' 
trafo,1082,Unknown,1.9699058627240487,2.8492790383205917,trafo,1081, 'Seecon' 
trafo,1081,Unknown,1.9699058627240487,2.8492790383205917,trafo,1082, 'Seecon' 
trafo,1080,Unknown,3.1350117973203964,3.112049756914907,trafo,1082, 'Seecon' 
trafo,1079,Unknown,27.589795029632086,53.14361271886723,trafo,1078, 'Drumline' 
trafo,1078,Unknown,27.589795029632086,53.14361271886723,trafo,1079, 'Drumline' 
trafo,1077,Unknown,9.769711134961764,10.489342726218151,line,552,      'Trien' to       'Trien' 2
trafo,1076,Unknown,15.644168055173017,16.199443882884644,trafo,1075, 'Dungarva' 
trafo,1075,Unknown,15.644168055173017,16.199443882884644,trafo,1076, 'Dungarva' 
trafo,1074,Unknown,80.32887179105225,80.69011766602017,line,245,    'Drombeg' to  'Kilpaddoge'
trafo,1073,Unknown,24.424877297539712,24.424877297549585,line,371,  'Knockraha' to     'Raffeen'
trafo,1072,Unknown,32.199266924264634,32.141927888558754,line,214, 'Corraclassy' to    'Gortawee'
trafo,1071,Unknown,54.72971290703351,109.16978129831993,trafo,1070, 'Drybridg' 
trafo,1070,Unknown,54.72971290703351,109.16978129831993,trafo,1071, 'Drybridg' 
trafo,1069,Unknown,12.814267493903685,17.21997736626151,line,435, 'Coolnabacky' to    'Dunstown'
trafo,1068,Unknown,12.814267493903685,17.21997736626151,line,435, 'Coolnabacky' to    'Dunstown'
trafo,1067,Unknown,45.98559291538238,46.36550385846513,line,95,     'Bandon' to   'Dunmanway'
trafo,1066,Unknown,9.83086229008918,11.268947590018676,line,1050,  Shannonbridge to  Ballydonagh
trafo,1065,Unknown,42.96794577788196,42.96794577788201,trafo,944, 'Killoter' 
trafo,1064,Unknown,14.993207519907855,29.975238778901947,trafo,1063, 'Dardisto' 
trafo,1063,Unknown,14.993207519907855,29.975238778901947,trafo,1064, 'Dardisto' 
trafo,1062,Unknown,0.2805981572646706,0.28060245517231225,line,266,  'Derryiron' to  'Thornsberry'
trafo,1061,Unknown,0.26639907375456195,0.26639907375485616,line,258,  'Dunmanway' to     'Macroom'
trafo,1060,Unknown,62.84752960343172,62.8475296129817,line,505,  'Oldstreet' to      'Tynagh'
trafo,1059,Unknown,22.369396117753173,22.328676228321783,trafo,713,  'Waterford' to   'Waterford'
trafo,1058,Unknown,99.13669058235661,99.12111258646169,line,960, 'Mulgeeth' to    'Dunfir_T'
trafo,1057,Unknown,0.07076552722390765,0.0711077671418651,line,952,   'Coolshamroge' to       'Ennis'
trafo,1056,Unknown,0.07076552722390765,0.0711077671418651,line,952,   'Coolshamroge' to       'Ennis'
trafo,1055,Unknown,34.61326314272279,67.76365073872735,trafo,1054, 'Ennis' 
trafo,1054,Unknown,34.61326314272279,67.76365073872735,trafo,1055, 'Ennis' 
trafo,1053,Unknown,17.842143082811827,22.303302820027536,line,529, 'Shannonbridg' to    'Timoney'
trafo,1052,Unknown,21.134143044765207,22.816115566037862,line,266,  'Derryiron' to  'Thornsberry'
trafo,1051,Unknown,65.82754665392788,101.77497310855743,trafo,1050,    'Corkagh' to     'Corkagh'
trafo,1050,Unknown,65.82754665392788,101.77497310855743,trafo,1051,    'Corkagh' to     'Corkagh'
trafo,1049,Unknown,65.82754665392788,101.77497310855743,trafo,1051,    'Corkagh' to     'Corkagh'
trafo,1048,Unknown,42.358571802424514,86.68857131297155,trafo,1047, 'Fassaroe' 
trafo,1047,Unknown,42.358307727296165,86.68870648350565,trafo,1048, 'Fassaroe' 
trafo,1046,Unknown,44.86694337966849,114.44541451693033,line,287,   'Flagford' to   'Srananagh'
trafo,1045,Unknown,44.86694337966849,114.44541451693033,line,287,   'Flagford' to   'Srananagh'
trafo,1044,Unknown,39.10062587133061,86.4822906296519,trafo,987, 'Inchicor' 
trafo,1043,Unknown,49.291589742888036,93.29582539218563,trafo,895, 'McDermot' 
trafo,1042,Unknown,40.16168711100278,74.5458020776255,trafo,894, 'McDermot' 
trafo,1041,Unknown,34.815624908265725,39.23399941600467,trafo,1040,FINT2102'
trafo,1040,Unknown,34.815624908265725,39.23399941600467,trafo,1041,FINT2101'
trafo,1039,Unknown,34.76215896956473,39.18287681153003,trafo,1037,FINT2105'
trafo,1038,Unknown,34.79952686872461,39.21234421370875,trafo,1041,FINT2101'
trafo,1037,Unknown,34.7981490336837,39.21976562634048,trafo,1039,FINT2103'
trafo,1036,Unknown,27.502549905482205,54.808921862545404,trafo,1035, 'Finglas-3' 
trafo,1035,Unknown,27.502549905482205,54.808921862545404,trafo,1036, 'Finglas-' 
trafo,1034,Unknown,29.590359676936913,59.43563241931549,trafo,1033, 'Fortunes' 
trafo,1033,Unknown,29.590359676936913,59.43563241931549,trafo,1034, 'Fortunes' 
trafo,1032,Unknown,4.367539778307117,6.172711319308354,line,84, 'Bellacorick' to         'Moy'
trafo,1031,Unknown,81.0790307236288,81.38738278492482,line,188, 'Carrick on S' to    'Arigna_T'
trafo,1030,Unknown,16.00487490311221,21.549734632150525,line,287,   'Flagford' to   'Srananagh'
trafo,1029,Unknown,12.90220384918879,17.49838593319358,line,287,   'Flagford' to   'Srananagh'
trafo,1028,Unknown,38.04781513549977,38.2864402558225,line,146,     'Cashla' to    'Flagford'
trafo,1027,Unknown,54.06246382545468,54.05478235315141,line,420, 'Castlebagot' to   'Inchicore'
trafo,1026,Unknown,57.91854957830066,119.81350566277642,trafo,1025, 'Glasmore' 
trafo,1025,Unknown,57.91854957830066,119.81350566277642,trafo,1026, 'Glasmore' 
trafo,1024,Unknown,19.87543022224797,73.62178311925354,line,465, 'Maynooth A' to    'Grfrat T'
trafo,1023,Unknown,4.669909645124202,8.695016505088784,line,647,   'Clonkeen' to      'Garrow'
trafo,1022,Unknown,45.53710334585941,90.95260683164248,trafo,1021, 'Gt.Islan' 
trafo,1021,Unknown,45.53710334585941,90.95260683164248,trafo,1022, 'Gt.Islan' 
trafo,1020,Unknown,14.634884952448937,27.880877458008108,line,169,      'Cahir' to        'Doon'
trafo,1019,Unknown,14.634884952448937,27.880877458008108,line,169,      'Cahir' to        'Doon'
trafo,1018,Unknown,71.50075663176192,71.50907618317308,line,169,      'Cahir' to        'Doon'
trafo,1017,Unknown,9.368977743472017,18.453478020907944,trafo,1016, 'Grange' 
trafo,1016,Unknown,9.368977743472017,18.453478020907944,trafo,1017, 'Grange' 
trafo,1015,Unknown,6.1418309040629815,7.53154431533436,line,322,     'Garrow' to  'Ballyvouskil'
trafo,1014,Unknown,14.263155871092106,14.490787791929266,line,124, 'Clashavoon' to    'Clonkeen'
trafo,1013,Unknown,18.71739291607594,37.50573836910967,trafo,1012, 'GalwayT1' 
trafo,1012,Unknown,18.71739291607594,37.50573836910967,trafo,1013, 'GalwayT1' 
trafo,1011,Unknown,37.406890487897925,56.40016245110093,trafo,1010, 'Galway' 
trafo,1010,Unknown,37.406890487897925,56.40016245110093,trafo,1011, 'Galway' 
trafo,1009,Unknown,37.33942166811619,56.265487004311964,trafo,1011, 'Galway' 
trafo,1008,Unknown,76.83802015924377,76.82983604073814,trafo,1102, 'CastleVi' 
trafo,1007,Unknown,25.106853577032112,25.03527054143329,line,58, 'Ballyvouskil' to  'Clashavoon'
trafo,1006,Unknown,49.135031312652345,100.92013610566883,trafo,1005, 'Gortawee' 
trafo,1005,Unknown,49.135031312652345,100.92013610566883,trafo,1006, 'Gortawee' 
trafo,1004,Unknown,28.18402063225719,28.18402063225815,line,953,  'Shanonagh' to   'Mullingar'
trafo,1003,Unknown,17.473040101792307,31.185170751266977,line,250,  'Drybridge' to      'Deenes'
trafo,1002,Unknown,50.638383925700516,50.75224468376847,line,11,     'Aghada' to     'Raffeen'
trafo,1001,Unknown,71.77681857241319,148.8668030087766,trafo,1000, 'GrangeCa' 
trafo,1000,Unknown,71.77681857241319,148.8668030087766,trafo,1001, 'GrangeCa' 
trafo,999,Unknown,67.67652749968326,67.67652749969119,line,500, 'North Quays' to    'Ringsend'
trafo,998,Unknown,34.33484095330513,34.33484095330899,line,47,       'Arva' to    'Shankill'2
trafo,997,Unknown,34.38377410840353,39.20430844852852,line,1004, 'Charleville' to    'Test_PV_2'
trafo,996,Unknown,0.28347877875102656,0.28347877875182476,line,100,    'Belcamp' to      'Grange'
