Bus_ID,Bus_Name,Cum_sOTDF,Avg_sOTDF,Med_sOTDF,Max_sOTDF,Min_sOTDF,Circuit_Involved_max,Scaled_OTDF_Contribution_max,Cont_Loading_x,Percent Reduction_max,Circuit_Involved_min,Scaled_OTDF_Contribution_min,Cont_Loading_y,Percent Reduction_min
1611,HaroldsCros,-320.1032338116351,-20.006452113227194,-2.0704463905964867,2.9163277415511932,-128.61986208451447,''Ratrussan' to    'Shankill'',2.9163277415511932,111.91206172981771,29.488809050727372,''McDermott' to  'North Quays'',-128.61986208451447,131.49792174236993,-3666.108141789389
1612,Harristown,207.00482463863537,11.500268035479742,2.722222684878814,80.31647822954025,-2.49021812552797,''Maynooth B' to    'Rinawade'',80.31647822954025,147.9030732909666,53.221301762035964,''Shannonbridg' to    'Dallow T'',-2.49021812552797,205.21591123058332,-5.812091629963562
1613,Glenlara,17.111114800716088,1.1407409867144058,2.2502500175461178,3.1217742391952754,-3.8224756901988393,''Lanesboro' to  'Sliabh Bawn'',3.1217742391952754,127.54969851928632,120.01794027437498,''Coolnabacky' to  'Portlaoise'',-3.8224756901988393,174.04345554217545,-289.4549466679644
1615,Clogher,-122.12551145509651,-7.1838536150056775,-4.409837013337537,3.1286087263822817,-34.79081836806621,''Maynooth B' to    'Rinawade'',3.1286087263822817,147.9030732909666,81.06150796289772,''Flagford' to       'Sligo'',-34.79081836806621,124.72419071855494,-682.7449391396701
1616,GrangeCastl,2.2468128170108277,0.14042580106317673,1.4189137035341888,2.872978535703713,-4.638504480624113,''McDermott' to  'North Quays'',2.872978535703713,131.49792174236993,1.6321784886806874,''Maynooth B' to    'Rinawade'',-4.638504480624113,147.9030732909666,-2.3954077104065727
1617,Glanagow,13.465090260190252,0.7920641329523678,2.0895482872378164,2.871543562083185,-5.15909336672202,''McDermott' to  'North Quays'',2.871543562083185,131.49792174236993,81.8488611466451,''Coolnabacky' to  'Portlaoise'',-5.15909336672202,174.04345554217545,-390.6696121439273
1618,Gorman,-6.931546121686054,-0.46210307477907026,-1.7218136581788834,4.002145141212966,-4.812782662165578,''Ratrussan' to    'Shankill'',4.002145141212966,111.91206172981771,40.468186130462655,''Maynooth A' to     'Timahoe'',-4.812782662165578,115.13766309222359,-112.62762788358087
1619,Gorman,-9.334082739245389,-0.6667201956603849,-1.8700793667807114,3.213336383287708,-4.426255305010335,''Coolnabacky' to  'Portlaoise'',3.213336383287708,174.04345554217545,243.32819534619196,''Flagford' to  'Sliabh Bawn'',-4.426255305010335,126.04702382311288,-162.80556067962593
1620,Gortawee,-97.60027040774382,-5.741192376926107,-2.5059059330376927,2.8721998187143907,-26.241316408387252,''McDermott' to  'North Quays'',2.8721998187143907,131.49792174236993,1.0839125876614648,''Ratrussan' to    'Shankill'',-26.241316408387252,111.91206172981771,-3.5130869551548103
1621,Golagh,-110.41973423111845,-6.495278484183438,-3.52897285475288,2.8702959342507888,-22.85789857935516,''McDermott' to  'North Quays'',2.8702959342507888,131.49792174236993,81.81329946526759,''Flagford' to       'Sligo'',-22.85789857935516,124.72419071855494,-448.56991891708793
1622,Gallanstown,3.4325542732868985,0.28604618944057486,2.1512130566869607,4.260512020251132,-6.851774161841104,''Coolnabacky' to  'Portlaoise'',4.260512020251132,174.04345554217545,24.051424281788975,''Blundelstown' to     'Corduff'',-6.851774161841104,133.73709145887082,-22.935532514067955
1623,Galway,-33.32194452074153,-2.380138894338681,0.08765678077099226,2.873400401930658,-19.848581739820034,Transformer: FLA2101',2.873400401930658,114.44541451693033,45.33543354948289,''Cashla' to  'Shantallow'',-19.848581739820034,131.12128916274125,-494.641337431582
1624,Garrow,9.659557533987936,0.7430428872298412,1.9122891590662983,2.871656027506487,-3.210560131013298,''McDermott' to  'North Quays'',2.871656027506487,131.49792174236993,81.85206679775806,''Coolnabacky' to  'Portlaoise'',-3.210560131013298,174.04345554217545,-243.1179651134434
1625,Grange,2.8625154942794526,0.1789072183924658,1.3546846434652227,3.0303336164916774,-3.576293594439425,''Ratrussan' to    'Shankill'',3.0303336164916774,111.91206172981771,30.641593571095726,''Maynooth B' to    'Rinawade'',-3.576293594439425,147.9030732909666,-92.66091641268694
1626,GreatIsland,-8.841382048010813,-0.5200812969418125,1.7158654955463657,2.8722366572885702,-10.401408740243374,''McDermott' to  'North Quays'',2.8722366572885702,131.49792174236993,81.86861674219867,''Coolnabacky' to  'Portlaoise'',-10.401408740243374,174.04345554217545,-787.641166665531
1627,GreatIsland,-14.25476369483512,-0.890922730927195,1.8533578779872653,2.8720999488741885,-13.58631622213536,''McDermott' to  'North Quays'',2.8720999488741885,131.49792174236993,0.8641276008598847,''Coolnabacky' to  'Portlaoise'',-13.58631622213536,174.04345554217545,-10.859730761951074
1628,Glanlee,9.659491375562396,0.7430377981201843,1.9122760616687475,2.8716363595731265,-3.2105381416498235,''McDermott' to  'North Quays'',2.8716363595731265,131.49792174236993,81.85150619405768,''Coolnabacky' to  'Portlaoise'',-3.2105381416498235,174.04345554217545,-243.11629998054326
1630,Glasmore,2.8720323724129364,0.17950202327580853,1.3545485290989236,3.0309534795257442,-3.57455818606868,''Ratrussan' to    'Shankill'',3.0309534795257442,111.91206172981771,30.647861392914503,''Maynooth B' to    'Rinawade'',-3.57455818606868,147.9030732909666,-92.61595239456678
1631,Garballagh,-5.872093505378134,-0.4194352503841524,-1.8789118978039703,3.424763618902893,-4.181316810102898,''Coolnabacky' to  'Portlaoise'',3.424763618902893,174.04345554217545,3.855202786641904,''Blundelstown' to     'Corduff'',-4.181316810102898,133.73709145887082,-2.7909784528815806
1632,Gilra,-131.12863810239537,-7.713449300140904,-2.490568124873996,6.588966549299437,-31.13749130217952,''Flagford' to       'Sligo'',6.588966549299437,124.72419071855494,129.30375819569468,''Lanesboro' to  'Sliabh Bawn'',-31.13749130217952,127.54969851928632,-1197.094115416297
