name,index,hv_bus,lv_bus,sn_mva,vn_hv_kv,vn_lv_kv,vk_percent,vkr_percent,pfe_kw,i0_percent,shift_degree,tap_side,tap_neutral,tap_min,tap_max,tap_step_percent,tap_step_degree,tap_pos,parallel,max_loading_percent,in_service,tap_changer_type
KPD2101',938,1571,1572,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
KPD2102',937,1571,1572,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
WDT2101',935,1568,1569,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
WDT2102',934,1568,1569,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
WDT2103',933,1568,1569,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
WDT2104',932,1568,1569,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Lou-AT1',925,673,1564,300,275,220,14,0.45,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Lou-AT2',924,672,1564,300,275,220,14,0.45,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
LDW2101',906,1550,1551,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
MAY2102',887,1540,1541,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
MAY2104',885,1538,1539,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
MP2101',878,1531,1530,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
PB2103',824,1496,1499,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
PB2104',823,1496,1497,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
RAF2102',788,1483,1482,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
SRA2101',763,1465,1466,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
TYN_CC1',747,1453,336,325,220,15.75,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
TH_GEN1',742,1449,324,306.6,220,10.5,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
INC2101',352,756,1606,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
INC2103',351,756,1604,250,220,110,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CARRICKM' ,266,591,598,10,38,10,14,0.45,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'CARRICKM' ,265,591,598,10,38,10,14,0.45,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Woodland' ,46,176,177,582,380,260,14,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Oriel' ,23,146,145,348,220,20,14,0.45,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Oriel' ,22,145,126,367.389,20,0.69,14,0.45,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
Celtic,0,0,1596,790,400,220,14,0.5,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CLOUGHBO' ,1187,1732,1211,60,110,33,13.97517456,0.471078462,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Kelwin',931,1567,686,60,110,33,13.97517456,0.471078462,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CLOUGHBO' ,578,1211,1205,48.3,33,0.69,13.97517456,0.471078462,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
CSH2101',1166,1717,1718,238,220,110,13.84,0.4348,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
RAF2101',789,1483,1484,238,220,110,13.84,0.4348,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
TB_2101',750,1457,1456,238,220,110,13.84,0.4348,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
TB_2102',749,1457,339,238,220,110,13.84,0.4348,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Ahane',1258,1772,1396,31.5,110,10,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloghran' ,1203,1739,1230,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloghran' ,1202,1739,1230,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloghran' ,1201,1739,1230,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloghran' ,1200,1739,1230,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloghran' ,1199,1739,1230,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
  'Ballyadam' to   'Ballyadam',1182,1730,1198,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
  'Ballyadam' to   'Ballyadam',1181,1730,1198,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Corderry' ,1168,1719,1165,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CraneT12' ,1121,1697,1071,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cunghill' ,1104,1690,1027,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
    'Corduff' to     'Corduff',1092,1680,1004,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
    'Corduff' to     'Corduff',1091,1680,1004,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'GilraMas' ,1028,1632,834,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Glanlee' ,1023,1628,820,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
MPT_wind',877,1530,567,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Mullagharlin' to  'Mullagharlin',862,1520,545,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Mullagharlin' to  'Mullagharlin',861,1520,545,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloghran' ,757,1460,342,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloghran' ,756,1460,342,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloghran' ,755,1460,342,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloghran' ,754,1460,342,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'YellowMeadow' to  'YellowMeadow',719,1435,219,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'YellowMeadow' to  'YellowMeadow',718,1435,219,31.5,110,20,13.82,0.379666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Glanlee' ,374,820,818,15.3,20,0.69,13.82,0.379666667,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Glanlee' ,373,820,817,18.84,20,1,13.82,0.379666667,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'CastleVi' ,1102,1687,1019,30,110,10,13.4,0.386666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CastleVi' ,1101,1687,1019,30,110,10,13.4,0.386666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
    'Lisheen' to     'Lisheen',907,1553,626,30,110,20,13.4,0.386666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Cashla to Ballymoneen,1322,15,14,150,110,20,13.13403619,0.587668562,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Charleville to Ballyroe,6,17,16,150,110,20,13.13403619,0.587668562,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Balruntagh to Milltown,4,13,12,150,110,20,13.13403619,0.587668562,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Rathcobican',1324,1815,1817,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
CSH2104',1164,1717,1142,175,220,110,13,0.355,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
DSN4201',1069,1663,1664,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
DSN4202',1068,1663,1664,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Kilpaddo',936,1570,1571,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
CNB4101',921,1560,1562,500,380,110,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
CNB4102',920,1560,1562,500,380,110,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
MP4201,879,1532,1529,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
MP4202,875,1527,1529,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
OST4201',831,1503,1504,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
WOO4201',711,1429,1430,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
WOO4204',710,1429,1430,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
WOO4202',709,1429,178,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Belcamp 400kV,1334,1870,1736,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Fingal 400kV,1335,1871,1872,500,380,220,13,0.4,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
       'Glen' to        'Glen',1031,1634,849,45,110,33,12.99628224,0.47770541,18,0.05,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Newbury ' ,852,1516,527,28,110,20,12.84,0.396,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Newbury ' ,851,1516,527,28,110,20,12.84,0.396,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ugool' ,1080,1672,991,100,110,33,12.77153289,0.582436861,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ugool' ,464,991,118,74.8,33,0.69,12.77153289,0.582436861,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Inniscar' ,988,1607,758,27,110,10.5,12.56,0.400666667,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Farranrory,1323,1741,1812,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ardnacru' ,1272,1780,1422,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ardnacru' ,1271,1780,1421,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ardnacru' ,1270,1780,1416,30,110,10.5,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ardnacru' ,1269,1780,1415,30,110,10.5,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ardnacru' ,1268,1780,1414,30,110,10.5,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ardnacru' ,1267,1780,1413,30,110,10.5,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Arigna' ,1262,1776,1403,15,110,20,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Arigna' ,1261,1776,1402,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Arklow' ,1255,1769,1392,20,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Arklow' ,1254,1769,1392,20,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Arklow' ,1253,1769,1390,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Arklow' ,1252,1769,1390,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Athlone' ,1248,1766,1368,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Athlone' ,1247,1766,1368,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'BOOLT_T2' ,1238,1757,1348,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ballylic' ,1234,1755,1329,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Binbane' ,1226,1750,1300,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Binbane' ,1225,1750,1300,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Bellacor' ,1212,1744,1264,10,110,20,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Bellacor' ,1211,1744,1263,31.5,110,38,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Bellacor' ,1210,1744,1263,25,110,38,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Blackroc' ,1209,1742,1245,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Blackroc' ,1208,1742,1245,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Castleba' ,1161,1715,1134,31.5,110,38,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Castleba' ,1160,1715,1134,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cookstow' ,1134,1702,1088,20,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cookstow' ,1133,1702,1088,20,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cherrywo' ,1119,1696,1060,20,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cherrywo' ,1118,1696,1060,20,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cherrywo' ,1117,1696,1059,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cherrywo' ,1116,1696,1059,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Charlevi' ,1110,1693,1047,31.5,110,38,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CHARLEVI' ,1109,1693,1045,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Carlow' ,1108,1692,1040,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Carlow' ,1107,1692,1040,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dundalk' ,1084,1673,998,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dundalk' ,1083,1673,998,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Drybridg' ,1071,1665,961,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Drybridg' ,1070,1665,961,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Trillick' ,1067,1661,936,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dalton_T' ,1059,1655,887,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Fassaroe' ,1048,1647,861,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Fassaroe' ,1047,1646,861,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Finglas-' ,1043,1641,1786,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Finglas-' ,1042,1641,1785,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Finglas-' ,1036,1638,857,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Finglas-3' ,1035,1638,857,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Garvagh',1030,1633,847,40,110,20,12.48254939,0.534447101,18,0.05,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Garvagh',1029,1633,844,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Glasmore' ,1026,1630,830,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Glasmore' ,1025,1630,830,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Griffinr' ,1024,1629,827,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Grange' ,1017,1625,807,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Grange' ,1016,1625,807,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Galway' ,1011,1623,797,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Galway' ,1010,1623,797,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Galway' ,1009,1623,796,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'GrangeCa' ,1001,1616,781,63,110,10,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'GrangeCa' ,1000,1616,781,63,110,10,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'GrangeCa' ,999,1616,779,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'GrangeCa' ,998,1616,778,31.5,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Glenlara' ,997,1613,775,31.5,110,38,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Inchicor' ,987,1606,1782,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Inchicor' ,986,1606,1781,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Inchicor' ,983,1604,757,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kilbarry' ,972,1593,740,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kilbarry' ,971,1593,740,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'KERRY' ,965,1590,724,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'KERRY' ,964,1590,718,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kilkenny' ,963,1589,712,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kilkenny' ,962,1589,712,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Limerick' ,923,1563,669,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,915,1557,654,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,914,1557,654,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'LISHEEN' ,910,1553,634,18,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'LISHEEN' ,909,1553,634,18,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'LISHEEN' ,908,1553,632,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'McDermot' ,895,1544,1786,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'McDermot' ,894,1544,1785,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Milltown' ,884,1537,575,20,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Milltown' ,883,1536,1781,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Milltown' ,882,1536,574,20,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Navan' ,844,1512,515,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Navan' ,843,1512,515,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Glenree' ,834,1505,481,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Glenree' ,833,1505,481,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ringsend' ,802,1489,1783,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ringsend' ,801,1489,442,20,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ringsend' ,800,1489,442,20,110,10,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ringsend' ,799,1489,440,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Shankill' ,775,1472,398,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Shankill' ,774,1472,398,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Sligo' ,773,1471,386,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Sligo' ,772,1471,386,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'IPS Tram' ,744,1452,332,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
     'Trabeg' to      'Trabeg',743,1452,332,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Trien' ,732,1442,303,31.5,110,38,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Trien' ,731,1442,303,31.5,110,38,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cauteen' ,730,1441,273,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
