name,index,hv_bus,lv_bus,sn_mva,vn_hv_kv,vn_lv_kv,vk_percent,vkr_percent,pfe_kw,i0_percent,shift_degree,tap_side,tap_neutral,tap_min,tap_max,tap_step_percent,tap_step_degree,tap_pos,parallel,max_loading_percent,in_service,tap_changer_type
 'Cauteen' ,729,1440,276,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cauteen' ,728,1440,276,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cauteen' ,727,1440,271,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Tralee' ,726,1439,258,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Tralee' ,725,1439,258,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Thornsbe' ,721,1436,225,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Thornsbe' ,720,1436,225,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Trillick' ,716,1433,207,31.5,110,38,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Trillick' ,715,1433,204,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
  'Waterford' to   'Waterford',713,1431,190,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Wexford' ,705,1427,172,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Wexford' ,704,1427,172,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'KILGARVA' ,701,1425,157,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'KILGARVA' ,700,1425,157,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Wexford' ,697,1423,33,25,110,20,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ardnacru' ,696,1422,1419,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Ardnacru' ,695,1422,1418,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Arklow' ,686,1391,1380,28,20,3.3,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Arklow' ,685,1390,1391,30,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Athea' ,676,1378,1374,35.9625,20,0.69,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Athea' ,675,1378,1373,35.8575,20,0.69,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'ATHEA' ,674,1377,1376,20,110,20,12.48254939,0.534447101,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'ATHEA' ,673,1377,1375,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ballylic' ,647,1330,1326,10,20,0.4,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Ballylic' ,646,1330,1325,22.5,20,0.4,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Ballylic' ,644,1329,1328,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'BALLYLIC' ,643,1328,1324,10,20,0.69,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'BALLYLIC' ,641,1327,1330,40,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'BALLYLIC' ,640,1327,1330,40,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Binbane' ,626,1300,1299,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'BINBANE' ,620,1293,1301,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Binbane' ,619,1293,1295,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Binbane' ,617,1291,1297,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Binbane' ,615,1289,1298,20,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Binbane' ,613,1278,1296,15,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Binbane' ,612,1277,1294,15,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Bellacor' ,607,1264,1248,9.13,20,0.69,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Bellacor' ,605,1261,1258,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Bellacor' ,600,1254,1265,5,38,10,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Tralee' ,599,1254,1256,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Bellacor' ,595,1249,88,2.625,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Castleba' ,540,1135,1136,5,20,10,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Castleba' ,537,1134,1136,5,38,10,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Castleba' ,536,1134,1133,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Castleba' ,535,1134,1132,20,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Cookstow' ,513,1086,1087,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cookstow' ,512,1086,1087,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Charlevi' ,491,1047,1048,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Griffinr' ,375,821,827,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Shankill' ,361,788,789,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'GLENLARA' ,357,774,771,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'KERRY' ,332,717,725,50,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,302,654,655,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,301,654,655,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,300,654,653,15,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,299,654,653,15,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,298,654,651,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,297,654,651,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,296,653,643,21.24,20,0.69,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,295,653,642,14.4,20,0.69,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Letterke' ,293,651,641,6,20,0.4,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'LISHEEN' ,291,633,628,37.8,20,0.69,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'LISHEEN' ,290,633,627,25.2,20,0.65,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'LISHEEN' ,289,631,633,60,110,20,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'GLENREE' ,206,479,478,30,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'GLENREE' ,205,479,478,30,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Galway' ,172,404,403,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Shankill' ,168,398,393,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Trien' ,129,303,304,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Trien' ,128,301,299,63,110,38,12.48254939,0.534447101,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cauteen' ,117,275,277,45,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Tralee' ,105,258,259,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Tralee' ,104,258,257,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Tralee' ,103,258,256,20,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Tralee' ,102,258,255,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Tralee' ,101,258,254,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Tralee' ,100,258,253,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Tralee' ,99,258,252,15,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Trillick' ,66,207,206,5,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Trillick' ,65,207,203,15,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Trillick' ,64,207,202,15,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Trillick' ,61,203,200,6,20,0.4,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Wexford' ,43,172,171,15,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Wexford' ,42,172,170,25,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Wexford' ,41,172,168,10,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Kilgarva' ,33,157,158,15,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Kilgarva' ,32,157,158,15,38,20,12.48254939,0.534447101,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
Culmullin 220_110',1325,1823,1822,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
AD_2101',1259,1773,1779,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
ARK2102',1251,1768,1769,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
ARK2101',1250,1768,1769,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
FLA2101',1046,1644,1645,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
FLA2102',1045,1644,1645,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
GI_2101',1020,1626,1627,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
GI_2102',1019,1626,1627,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
KLS2101,952,1579,1580,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
KLS2102',951,1579,1580,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
LOU2101',929,1564,1565,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
LOU2102',928,1564,1565,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
LOU2103',927,1564,1565,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
LOU2104',926,1564,1565,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
MAY2101',888,1540,1541,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
MAY2103',886,1538,1539,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
SH_2102',781,1475,1476,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
SH_2101',778,1474,1476,125,220,110,12.33333333,0.291666667,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Monatooreen' to  'Monatooreen',981,1602,749,26,110,20,12.28,0.405333333,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Rosspile Gen,1275,1787,179,175,110,20,12.21998811,0.641807255,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
   'Tullabeg' to    'Tullabeg',724,1438,242,200,110,20,12.21998811,0.641807255,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
   'Tullabeg' to    'Tullabeg',90,242,241,200,20,0.69,12.21998811,0.641807255,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
Timoney to Timoney,10,25,24,175,110,20,12.21998811,0.641807255,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Moneypoi' ,876,1528,566,330,380,17,12.2,0.25,60,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'FrancisS' ,1044,1642,1782,50,110,38,12.00488578,0.527993444,18,0.05,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'AghadaST' ,1266,1779,1410,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Aghada2' ,1264,1777,1406,125,220,10.5,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Aghada3' ,1263,1777,1405,125,220,10.5,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Aghada4' ,1260,1775,1404,125,220,10.5,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Adamstow' ,1257,1771,1394,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Adamstow' ,1256,1771,1394,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'ArtaneT1' ,1245,1762,1360,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'ArtaneT1' ,1244,1762,1360,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'AthyT12' ,1241,1759,1357,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'BOOLT_T1' ,1237,1757,1346,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Baltrasn' ,1236,1756,1334,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Baltrasn' ,1235,1756,1334,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ballybeg' ,1233,1754,1323,20,220,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ballybeg' ,1232,1754,1323,20,220,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Blake' ,1228,1752,1307,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ballydin' ,1222,1748,1275,10,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ballydin' ,1221,1748,1275,10,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ballydin' ,1220,1748,1274,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Barnahea' ,1217,1746,1267,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Barnahea' ,1216,1746,1267,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Barnahea' ,1215,1745,1268,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Barnahea' ,1214,1745,1268,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Barnahea' ,1213,1745,1268,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ballyrag' ,1207,1741,1244,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'BandonT1' ,1206,1740,1243,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Bandon' ,1205,1740,1241,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Bandon' ,1204,1740,1241,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Barrymor' ,1198,1738,1228,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Butlerst' ,1191,1735,1221,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Butlerstown_2' ,1191,1735,1221,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Brinny' ,1189,1733,1214,10,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
     'Clonee' to      'Clonee',1186,1731,1201,62.5,220,20,12,0.26,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
     'Clonee' to      'Clonee',1185,1731,1201,62.5,220,20,12,0.26,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
     'Clonee' to      'Clonee',1184,1731,1201,62.5,220,20,12,0.26,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
     'Clonee' to      'Clonee',1183,1731,1201,62.5,220,20,12,0.26,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'BanogeT1' ,1180,1729,1197,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'BanogeT1' ,1179,1729,1197,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Bunbeg' ,1175,1726,1177,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cabra' ,1174,1725,1174,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cabra' ,1173,1725,1174,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CoolroeT' ,1169,1720,1169,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Carrigad' ,1158,1713,1120,12,110,10.5,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CentralP' ,1157,1712,1119,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CentralP' ,1156,1712,1119,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cromcast' ,1154,1710,1099,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cahir' ,1153,1709,1106,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cahir' ,1152,1709,1106,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cromcast' ,1151,1708,1099,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Carrickmines' to  'Carrickmines',1144,1706,1096,62.5,220,20,12,0.26,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Carrickmines' to  'Carrickmines',1143,1706,1096,62.5,220,20,12,0.26,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Carrickmines' to  'Carrickmines',1142,1706,1096,62.5,220,20,12,0.26,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cliff1' ,1139,1705,1093,18,110,10.5,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cliff2' ,1138,1705,1092,18,110,10.5,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Southgre' ,1136,1703,1089,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Southgre' ,1135,1703,1089,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloon' ,1124,1699,1080,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cloon' ,1123,1699,1080,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Camus' ,1122,1698,1075,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Crane' ,1120,1697,1070,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Carricko' ,1115,1695,1056,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Carricko' ,1114,1695,1056,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CollegeP' ,1113,1694,1049,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CollegeP' ,1112,1694,1049,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CollegeP' ,1111,1694,1049,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cow Cros' ,1106,1691,1029,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Cow_Cros' ,1105,1691,1028,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Carrowbeg',1103,1688,1020,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CityWest' ,1094,1681,1006,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CRUISERATH' to  'CRUISERATH',1088,1677,1002,150,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CRUISERATH' to  'CRUISERATH',1087,1677,1002,150,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CRUISERATH' to  'CRUISERATH',1086,1677,1002,150,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
CRUISEWRATH',1085,1677,1002,150,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
