DateTime,Season,IE Demand,IE Demand factor of Peak,IE Demand factor of Winter Peak,Wind CF,IE Wind Availability,IE Wind Generation,Solar CF,IE Solar Availability,IE Solar Generation,IE Hydro,EWIC I/C,Interconnector cf,   'EASTWEST',  'Greenlink',Celtic,IE Wind Penetration,IE Solar Penetration,,non wind/solar/int compared to demand,AI Oversupply,AI Oversupply Percentage,SNSP,
01/01/2023 00:00,winter,3273.48,0.681265349,0.614331684,0.097,1524.5,1501.94,0,0.17,0.17,128.14,70.21,-0.132471698,-500,-146.24,-390.89,45.90%,0.00%,,,0,0.00%,52.80%,0
01/01/2023 01:00,winter,3149.49,0.655460978,0.590596402,0.062,1459.91,1436.32,0,0.16,0.15,128.15,176.74,-0.333471698,-458.76,-71.04,-395.94,45.60%,0.00%,,,0,0.00%,53.80%,1
01/01/2023 02:00,winter,3076.88,0.640349636,0.560288614,0.121,1397.65,1376.95,0,0.15,0.11,129.81,108.01,-0.203792453,-478.07,-161.18,-409.6,44.80%,0.00%,,,0,0.00%,50.00%,2
01/01/2023 03:00,winter,3001.24,0.6246077,0.541714541,0.132,1448.83,1428.45,0,0.16,0.13,129.45,87.79,-0.165641509,-480.98,-8.16,-420.43,47.60%,0.00%,,,0,0.00%,51.90%,3
01/01/2023 04:00,winter,2952.32,0.614426639,0.525695212,0.219,1426.67,1408.81,0,0.17,0.12,129.27,111.41,-0.210207547,-454.3,-89.37,-358.05,47.70%,0.00%,,,0,0.00%,52.80%,4
01/01/2023 05:00,winter,2976.92,0.619546306,0.517242207,0.146,1491.36,1469.12,0,0.16,0.12,128.12,150.9,-0.284716981,-321.25,-4.37,-358.05,49.40%,0.00%,,,0,0.00%,54.80%,5
01/01/2023 06:00,winter,3051.35,0.63503642,0.526596668,0.107,1410.22,1390.02,0,0.17,0.14,129.24,93.1,-0.175660377,-387.96,-72.62,-391.06,45.60%,0.00%,,,0,0.00%,50.50%,6
01/01/2023 07:00,winter,3182.91,0.662416233,0.532993686,0.118,1309.09,1289.62,0,0.31,0.22,131.63,22.25,-0.041981132,-479.78,-4.37,-349.97,40.50%,0.00%,,,0,0.00%,44.80%,7
01/01/2023 08:00,winter,3313.62,0.689619147,0.54331241,0.253,1115.19,1097.46,0,19.42,19.15,164.18,-71.12,-0.14224,-6.57,-4.37,-408.29,33.10%,0.60%,,,0,0.00%,35.10%,8
01/01/2023 09:00,winter,3475.47,0.72330281,0.562287336,0.17,906.14,885.46,0,63.99,64.71,165.91,-0.02,-0.00004,-6.57,-4.37,-1.59,25.50%,1.90%,,,0,0.00%,31.00%,9
01/01/2023 10:00,winter,3649.31,0.75948179,0.60161708,0.32,874.04,855.09,0.02,100.5,100.53,166.07,-0.02,-0.00004,-6.57,-4.37,-1.59,23.40%,2.80%,,,0,0.00%,31.70%,10
01/01/2023 11:00,winter,3773.09,0.785242456,0.647269953,0.137,891.36,874.25,0.078,122.81,122.21,165.52,71.03,-0.134018868,0,-4.37,-1.59,23.20%,3.20%,,,0,0.00%,34.80%,11
01/01/2023 12:00,winter,3824.98,0.796041623,0.687203748,0.178,815.58,800.4,0.105,139.51,137.32,166.54,16.41,-0.030962264,0,-4.37,-1.59,20.90%,3.60%,,,0,0.00%,37.10%,12
01/01/2023 13:00,winter,3862.9,0.803933403,0.715660594,0.095,764.64,747.51,0.093,129.01,128.09,151.45,333.15,-0.628584906,0,-4.37,-1.59,19.40%,3.30%,,,0,0.00%,41.80%,13
01/01/2023 14:00,winter,3794.61,0.789721124,0.711290007,0.076,715.9,700.63,0.052,166.36,162.72,151.88,529.88,-0.999773585,0,-4.37,-1.59,18.50%,4.30%,,,0,0.00%,45.30%,14
01/01/2023 15:00,winter,3755.85,0.781654527,0.702644889,0.152,605.02,589.86,0.008,150.51,144.04,152.91,529.92,-0.999849057,66.41,-4.37,-1.59,15.70%,3.80%,,,0,0.00%,42.70%,15
01/01/2023 16:00,winter,3776.29,0.785908429,0.707732208,0.332,480.96,465.65,0,152.41,151.5,145.35,529.91,-0.999830189,-6.57,-4.37,-1.59,12.30%,4.00%,,,0,0.00%,39.80%,16
01/01/2023 17:00,winter,3910.39,0.813816857,0.759547498,0.376,493.24,479.62,0,107.37,109.49,145.29,529.92,-0.999849057,-6.57,-4.37,-200.55,12.30%,2.80%,,,0,0.00%,37.40%,17
01/01/2023 18:00,winter,4052.12,0.843313215,0.755749558,0.587,432.41,417.12,0,73.11,72.98,157.83,529.94,-0.999886792,-6.57,-4.37,-279.42,10.30%,1.80%,,,0,0.00%,32.70%,18
01/01/2023 19:00,winter,4042.77,0.841367326,0.730769231,0.82,301.48,288.32,0,28.97,29.15,160.36,529.95,-0.99990566,-6.57,-4.37,-323.24,7.10%,0.70%,,,0,0.00%,29.40%,19
01/01/2023 20:00,winter,4069.87,0.847007284,0.703806807,0.817,322.5,310.8,0,0.35,0.53,159.85,529.92,-0.999849057,-6.57,-4.37,-141.32,7.60%,0.00%,,,0,0.00%,28.90%,20
01/01/2023 21:00,winter,4080.44,0.849207076,0.680402183,0.693,274.13,262.5,0,0.24,0.11,145.12,529.92,-0.999849057,-6.57,-4.37,-134.45,6.40%,0.00%,,,0,0.00%,27.00%,21
01/01/2023 22:00,winter,3806.3,0.792154006,0.650323453,0.962,228.88,217.85,0,0.26,0.14,135.34,529.92,-0.999849057,-6.57,-4.37,-227.21,5.70%,0.00%,,,0,0.00%,26.70%,22
01/01/2023 23:00,winter,3520.77,0.732730489,0.637274497,0.957,173.53,160.8,0,0.27,0.11,130.2,458.95,-0.865943396,-6.57,-4.37,-81.4,4.60%,0.00%,,,0,0.00%,25.40%,23
02/01/2023 00:00,winter,3379.68,0.703367326,0.612044792,0.8,128.5,115.41,0,0.24,0.16,129.32,529.91,-0.999830189,-6.57,-4.37,-240.74,3.40%,0.00%,,,0,0.00%,24.00%,24
02/01/2023 01:00,winter,3295.65,0.685879292,0.578347305,0.971,102.25,88.12,0,0.26,0.09,129.38,529.93,-0.999867925,-6.57,-4.37,-1.59,2.70%,0.00%,,,0,0.00%,23.70%,25
02/01/2023 02:00,winter,3231.23,0.672472425,0.55403014,0.999,85.75,68.77,0,0.22,0.11,129.54,529.94,-0.999886792,-6.57,-4.37,-1.59,2.10%,0.00%,,,0,0.00%,23.60%,26
02/01/2023 03:00,winter,3177.93,0.661379813,0.538995393,0.808,106.31,89.94,0,0.18,0.11,129.45,529.91,-0.999830189,-6.57,-4.37,-1.59,2.80%,0.00%,,,0,0.00%,24.50%,27
02/01/2023 04:00,winter,3111.41,0.6475359,0.53250786,0.689,116.2,101.22,0,0.18,0.09,129.95,529.93,-0.999867925,-6.57,-4.37,-242.01,3.30%,0.00%,,,0,0.00%,25.30%,28
02/01/2023 05:00,winter,3145.19,0.654566077,0.534724557,0.374,89.96,70.52,0,0.17,0.08,129.62,529.88,-0.999773585,-6.57,-4.37,-1.59,2.20%,0.00%,,,0,0.00%,24.30%,29
02/01/2023 06:00,winter,3361.66,0.699617066,0.550610885,0.182,71.21,53.5,0,0.18,0.04,130.78,430.94,-0.81309434,-6.57,-4.37,-1.59,1.60%,0.00%,,,0,0.00%,20.40%,30
02/01/2023 07:00,winter,3747.11,0.779835588,0.577626878,0.624,84.4,65.77,0,2.39,2.4,128.25,529.91,-0.999830189,16.82,-4.37,-1.59,1.80%,0.10%,,,0,0.00%,22.10%,31
02/01/2023 08:00,winter,4149.07,0.863490114,0.599073421,0.999,129.91,115.38,0,48.26,48.17,158.39,529.98,-0.999962264,330.24,-4.37,-1.59,2.80%,1.20%,,,0,0.00%,22.20%,32
02/01/2023 09:00,winter,4363.2,0.90805411,0.628245152,0.999,141.81,127.86,0,135.16,139.13,168.09,529.94,-0.999886792,355.33,290.6,-1.59,2.90%,3.20%,,,0,0.00%,23.30%,33
02/01/2023 10:00,winter,4348.91,0.905080125,0.672568006,0.999,145.86,131.87,0.011,222.03,229.28,167.07,529.92,-0.999849057,384.4,267.23,-1.59,3.00%,5.30%,,,0,0.00%,25.20%,34
02/01/2023 11:00,winter,4311.53,0.897300728,0.696816823,0.989,226.85,212.6,0.024,290.91,292.13,166.86,529.9,-0.999811321,400.75,27.72,-1.59,4.90%,6.80%,,,0,0.00%,28.20%,35
02/01/2023 12:00,winter,4274,0.889490114,0.709064074,0.988,313.2,300.49,0.028,270,268.98,165.3,529.88,-0.999773585,439.6,315.85,-1.59,7.00%,6.30%,,,0,0.00%,29.70%,36
02/01/2023 13:00,winter,4243.49,0.883140479,0.717269547,0.793,377.67,365.83,0.027,271.89,270.16,158.35,529.89,-0.999792453,484.55,161.35,-1.59,8.60%,6.40%,,,0,0.00%,30.60%,37
02/01/2023 14:00,winter,4136.91,0.860959417,0.709403967,0.666,450.54,435.25,0.019,227.33,221.67,135.08,483.1,-0.911509434,500,232.46,-1.59,10.50%,5.40%,,,0,0.00%,31.40%,38
02/01/2023 15:00,winter,4100.95,0.853475546,0.70969029,0.783,516.68,505.95,0.006,164.46,170.96,122.66,354.3,-0.668490566,348.18,124.77,-1.59,12.30%,4.20%,,,0,0.00%,29.40%,39
02/01/2023 16:00,winter,4141.91,0.862,0.740629837,0.425,459.3,445.36,0,134.49,138.74,118.05,458.23,-0.864584906,221.23,0,-1.59,10.80%,3.30%,,,0,0.00%,28.80%,40
02/01/2023 17:00,winter,4255.12,0.885560874,0.826951709,0.444,475.99,465.08,0,105.42,109.67,120.4,529.92,-0.999849057,-6.57,-4.37,-1.59,10.90%,2.60%,,,0,0.00%,29.30%,41
02/01/2023 18:00,winter,4402.94,0.916324662,0.842047415,0.648,540.07,526.18,0,70.3,72.92,125.98,527.55,-0.995377358,-6.57,-4.37,-1.59,12.00%,1.70%,,,0,0.00%,28.60%,42
02/01/2023 19:00,winter,4358.28,0.907030177,0.813115826,0.527,451.7,443.13,0,20.63,21.43,135.83,328.94,-0.620641509,-6.57,-4.37,-186.22,10.20%,0.50%,,,0,0.00%,23.90%,43
02/01/2023 20:00,winter,4461.19,0.928447451,0.777840789,0.501,513.2,503.34,0,0.2,0,133.79,345.34,-0.651584906,-6.57,-4.37,-27.66,11.30%,0.00%,,,0,0.00%,24.50%,44
02/01/2023 21:00,winter,4379.35,0.911415193,0.749193677,0.319,571.46,557.92,0,0.16,0.16,132.64,461.17,-0.870132075,-6.57,-4.37,-376.19,12.70%,0.00%,,,0,0.00%,28.70%,45
02/01/2023 22:00,winter,4041.13,0.841026015,0.69241668,0.583,692.9,680.45,0,0.15,0.1,121.92,491.35,-0.927075472,-6.57,-4.37,-231.5,16.80%,0.00%,,,0,0.00%,34.50%,46
02/01/2023 23:00,winter,3695.57,0.769109261,0.666658662,0.753,724.92,713.3,0,0.18,0.11,120.22,459.05,-0.866132075,-6.57,-4.37,-357.53,19.30%,0.00%,,,0,0.00%,38.70%,47
03/01/2023 00:00,winter,3519.26,0.732416233,0.6320043,0.722,735.99,722.83,0,0.16,0.13,120.15,529.9,-0.999811321,-6.57,-4.37,-544.3,20.50%,0.00%,,,0,0.00%,40.70%,48
03/01/2023 01:00,winter,3411.45,0.709979188,0.58364521,0.368,671.9,659.76,0,0.15,0.13,119.06,529.92,-0.999849057,-6.57,-4.37,-633.4,19.30%,0.00%,,,0,0.00%,39.90%,49
03/01/2023 02:00,winter,3324.83,0.691952133,0.558871775,0.439,613.3,595.78,0,0.16,0.1,118.99,529.94,-0.999886792,-6.57,-4.37,-477.19,17.90%,0.00%,,,0,0.00%,38.60%,50
03/01/2023 03:00,winter,3239.33,0.674158169,0.537866725,0.405,539.41,525.42,0,0.16,0.15,118.59,529.92,-0.999849057,-6.57,-4.37,-468.54,16.20%,0.00%,,,0,0.00%,37.70%,51
03/01/2023 04:00,winter,3170.15,0.659760666,0.5234545,0.538,515.87,501.35,0,0.16,0.04,119.03,529.92,-0.999849057,-6.57,-4.37,-478.28,15.80%,0.00%,,,0,0.00%,37.90%,52
03/01/2023 05:00,winter,3210.51,0.66816025,0.532354539,0.512,523.46,510.47,0,0.18,0.06,119.41,529.92,-0.999849057,-6.57,-4.37,-588.69,15.90%,0.00%,,,0,0.00%,37.70%,53
03/01/2023 06:00,winter,3411.74,0.710039542,0.565388864,0.478,568.95,555.35,0,0.16,0.11,119.43,252.35,-0.476132075,-110.5,-22.8,-638.13,16.30%,0.00%,,,0,0.00%,29.60%,54
03/01/2023 07:00,winter,3800.63,0.790973985,0.631826965,0.398,540.57,525.4,0,0.61,0.8,130.14,450.73,-0.850433962,-86.66,-142.29,-700,13.80%,0.00%,,,0,0.00%,32.90%,55
03/01/2023 08:00,winter,4229.58,0.880245578,0.69479224,0.459,530.3,515.5,0,29.3,29.84,134.91,520.52,-0.982113208,-6.57,-4.37,-700,12.20%,0.70%,,,0,0.00%,31.00%,56
03/01/2023 09:00,winter,4395.87,0.914853278,0.749978757,0.45,402.25,384.43,0,109.19,110.36,134.97,529.93,-0.999867925,-6.57,-4.37,-700,8.70%,2.50%,,,0,0.00%,28.80%,57
03/01/2023 10:00,winter,4342.48,0.903741935,0.78174587,0.268,298.15,280.13,0.062,143.77,148.81,133.27,529.92,-0.999849057,-6.57,-4.37,-449.81,6.50%,3.40%,,,0,0.00%,27.40%,58
03/01/2023 11:00,winter,4295.7,0.894006243,0.803927617,0.129,292.38,275.46,0.133,228.14,233.32,132.96,529.89,-0.999792453,-6.57,-4.37,-700,6.40%,5.40%,,,0,0.00%,29.50%,59
03/01/2023 12:00,winter,4232.42,0.880836629,0.822974586,0.191,251.83,233.28,0.184,271.76,193.97,140.12,529.9,-0.999811321,-6.57,-4.37,-636.33,5.50%,4.60%,,,0,0.00%,27.30%,60
03/01/2023 13:00,winter,4261.7,0.886930281,0.825745457,0.173,205.8,191.55,0.173,151.79,129.34,143.24,529.89,-0.999792453,-6.57,-4.37,-700,4.50%,3.00%,,,0,0.00%,26.30%,61
03/01/2023 14:00,winter,4256.62,0.885873049,0.815474761,0.165,190.1,171.78,0.114,147.27,148.26,142.74,529.91,-0.999830189,-6.57,-4.37,-312.54,4.00%,3.50%,,,0,0.00%,25.40%,62
03/01/2023 15:00,winter,4177.92,0.869494277,0.809541402,0.173,201.96,186.32,0.023,213.88,203.49,141.13,529.91,-0.999830189,-6.57,-4.37,-608.5,4.50%,4.90%,,,0,0.00%,26.90%,63
03/01/2023 16:00,winter,4266.52,0.887933403,0.826443716,0.322,205.39,188.54,0,210.25,210.66,142.68,529.93,-0.999867925,-6.57,-4.37,-700,4.40%,4.90%,,,0,0.00%,26.30%,64
03/01/2023 17:00,winter,4400.51,0.915818939,0.891723593,0.407,290.1,268.88,0,126.52,130.96,155.78,529.92,-0.999849057,-6.57,-4.37,-700,6.10%,3.00%,,,0,0.00%,25.10%,65
03/01/2023 18:00,winter,4505.3,0.937627471,0.88870519,0.356,675.06,658.49,0,36.76,38,155.84,529.88,-0.999773585,-472.53,-4.37,-700,14.60%,0.80%,,,0,0.00%,29.90%,66
03/01/2023 19:00,winter,4480.2,0.932403746,0.846563935,0.432,632.49,614.97,0,11.79,12.1,157.98,529.91,-0.999830189,-196.38,-4.37,-697.72,13.70%,0.30%,,,0,0.00%,28.90%,67
03/01/2023 20:00,winter,4451.48,0.926426639,0.805924492,0.653,604.84,582.76,0,0.2,0.01,143.68,529.9,-0.999811321,-345.76,-4.37,-698.61,13.10%,0.00%,,,0,0.00%,28.10%,68
03/01/2023 21:00,winter,4384.72,0.912532778,0.763459968,0.571,709.65,692.28,0,0.12,0.26,142.84,529.9,-0.999811321,-382.63,-4.37,-663.59,15.80%,0.00%,,,0,0.00%,30.40%,69
03/01/2023 22:00,winter,4043.47,0.841513007,0.700382011,0.62,654.43,640.39,0,0.12,0.26,142.91,529.94,-0.999886792,-181.96,-4.37,-677.59,15.80%,0.00%,,,0,0.00%,33.30%,70
03/01/2023 23:00,winter,3700.27,0.770087409,0.670166585,0.379,562.99,550.59,0,0.15,0.28,141.75,529.92,-0.999849057,-6.57,-4.37,-636.5,14.90%,0.00%,,,0,0.00%,37.80%,71
04/01/2023 00:00,winter,3510.51,0.730595213,0.640067535,0.345,421.31,405.32,0,0.15,0.27,139.03,529.88,-0.999773585,-14.64,-147.94,-363.49,11.50%,0.00%,,,0,0.00%,32.30%,72
04/01/2023 01:00,winter,3389.78,0.705469303,0.603787596,0.295,305.49,287.61,0,0.15,0.25,138.34,529.92,-0.999849057,-6.57,-4.37,-472.45,8.50%,0.00%,,,0,0.00%,30.60%,73
04/01/2023 02:00,winter,3312.67,0.689421436,0.570437391,0.257,225.2,208.4,0,0.14,0.23,138.97,529.88,-0.999773585,-6.57,-4.37,-464.91,6.30%,0.00%,,,0,0.00%,28.10%,74
04/01/2023 03:00,winter,3227.57,0.671710718,0.557691384,0.35,181.13,165.79,0,0.14,0.21,139,529.94,-0.999886792,-6.57,-4.37,-599.7,5.10%,0.00%,,,0,0.00%,27.50%,75
04/01/2023 04:00,winter,3177.94,0.661381894,0.546216283,0.406,181.81,167.77,0,0.15,0.23,138.43,529.92,-0.999849057,-6.57,-4.37,-509.67,5.30%,0.00%,,,0,0.00%,28.10%,76
04/01/2023 05:00,winter,3217.75,0.669667014,0.553978417,0.392,196.2,181.18,0,0.14,0.23,139.8,529.88,-0.999773585,-6.57,-4.37,-433.84,5.60%,0.00%,,,0,0.00%,28.20%,77
04/01/2023 06:00,winter,3427.05,0.713225806,0.595415871,0.353,190.55,178.02,0,0.16,0.23,140.33,529.84,-0.999698113,-6.57,-4.37,-103.62,5.20%,0.00%,,,0,0.00%,26.70%,78
04/01/2023 07:00,winter,3808.01,0.792509886,0.659474717,0.293,177.66,162.84,0,2.03,2.35,139.16,529.95,-0.99990566,-6.57,-70.83,-122.72,4.30%,0.10%,,,0,0.00%,26.30%,79
04/01/2023 08:00,winter,4226.5,0.879604579,0.715062086,0.258,214.02,200.43,0,19.58,20.23,139.38,529.95,-0.99990566,35.04,-4.37,-1.59,4.70%,0.50%,,,0,0.00%,24.80%,80
04/01/2023 09:00,winter,4390.22,0.913677419,0.761309772,0.225,228.75,218.25,0,37.91,38.77,139.75,529.99,-0.999981132,-6.57,15.57,560,5.00%,0.90%,,,0,0.00%,24.80%,81
04/01/2023 10:00,winter,3576.9,0.744412071,0.785281502,0.106,284.18,273.2,0.018,94.14,94.98,136.98,529.97,-0.999943396,-6.57,198.05,560,7.60%,2.70%,,,0,0.00%,26.60%,82
04/01/2023 11:00,winter,4295.59,0.893983351,0.800375361,0.109,430.41,421.92,0.054,141.49,144.97,135.36,529.99,-0.999981132,0,257.49,560,9.80%,3.40%,,,0,0.00%,30.50%,83
04/01/2023 12:00,winter,4277.94,0.890310094,0.810924991,0.141,613.53,604.81,0.105,212.94,218.36,112.07,529.98,-0.999962264,-6.57,285.19,560,14.10%,5.10%,,,0,0.00%,36.20%,84
04/01/2023 13:00,winter,4329.04,0.900944849,0.813272842,0.123,719.09,707.87,0.098,172.73,154.55,111.29,529.97,-0.999943396,-6.57,224.46,560,16.40%,3.60%,,,0,0.00%,36.90%,85
04/01/2023 14:00,winter,4255.74,0.885689906,0.805686197,0.198,925.02,912.44,0.056,108.24,110.09,111.32,492.19,-0.928660377,-6.57,145.23,560,21.40%,2.60%,,,0,0.00%,39.10%,86
04/01/2023 15:00,winter,4281.85,0.891123829,0.812210675,0.152,1096.54,1077.29,0.01,138.18,140.55,139.3,522.11,-0.985113208,-6.57,0,560,25.20%,3.30%,,,0,0.00%,42.60%,87
04/01/2023 16:00,winter,4343.88,0.904033299,0.831558744,0.204,1087.37,1069.4,0,76.95,79.28,138.28,450.69,-0.850358491,102.09,0,560,24.60%,1.80%,,,0,0.00%,40.70%,88
04/01/2023 17:00,winter,4422.39,0.920372529,0.893701995,0.285,991.68,980.12,0,51.33,52.76,137.83,245,-0.462264151,-6.57,-4.37,560,22.20%,1.20%,,,0,0.00%,36.70%,89
04/01/2023 18:00,winter,4582.74,0.953744017,0.900128568,0.369,1392.07,1376.39,0,19.3,20.09,153.78,30.02,-0.056641509,-6.57,-4.37,560,30.00%,0.40%,,,0,0.00%,35.60%,90
04/01/2023 19:00,winter,4525.82,0.941898023,0.861979215,0.438,2036.03,2018.08,0,3.72,3.66,145.21,-71.11,-0.14222,-6.57,-4.37,241.8,44.60%,0.10%,,,0,0.00%,43.90%,91
04/01/2023 20:00,winter,4517.35,0.940135276,0.821424745,0.645,2551.03,2450.68,0,0.16,0,142.48,-0.02,-0.00004,-6.57,-4.37,479.65,54.30%,0.00%,,,0,0.00%,53.00%,92
04/01/2023 21:00,winter,4386.06,0.912811655,0.775363631,0.614,2829.43,2653.3,0,0.14,0.15,139.66,-27.01,-0.05402,-6.57,-4.37,560,60.50%,0.00%,,,0,0.00%,61.00%,93
04/01/2023 22:00,winter,4053.95,0.843694069,0.708944003,0.549,2949.36,2686.49,0,0.14,0.19,138.67,-40.76,-0.08152,-6.57,-4.37,560,66.30%,0.00%,,,0,0.00%,67.30%,94
04/01/2023 23:00,winter,3732.88,0.776874089,0.666448076,0.582,2910.42,2300.92,0,0.12,0.12,139.43,228.6,-0.431320755,-6.57,-4.37,560,61.60%,0.00%,,,0,0.00%,68.40%,95
05/01/2023 00:00,winter,3553.16,0.739471384,0.62818604,0.614,2661.91,2365.2,0,0.14,0.12,138.92,0.01,-1.89E-05,-0.97,-481.07,350.49,66.60%,0.00%,765.11,0.215332268,0,0.00%,66.60%,96
05/01/2023 01:00,winter,3442.03,0.716343392,0.595733597,0.475,2464.42,2314.47,0,0.12,0.11,138.29,0.03,-5.66E-05,-0.97,-481.07,560,67.20%,0.00%,1006.03,0.292278103,0,0.00%,61.70%,97
05/01/2023 02:00,winter,3341.93,0.695510926,0.576984036,0.461,2572.42,2349.24,0,0.16,0.11,138.83,0.02,-3.77E-05,-0.97,-460.08,516.29,70.30%,0.00%,845.95,0.253132172,0,0.00%,66.70%,98
05/01/2023 03:00,winter,3243.58,0.675042664,0.556267156,0.406,2652.69,2205.91,0,0.13,0.11,138.31,54.53,-0.102886792,-5.81,-481.07,480.83,68.00%,0.00%,788.33,0.243043181,0,0.00%,66.20%,99
05/01/2023 04:00,winter,3182.73,0.662378772,0.545538343,0.442,2694.67,2178.79,0,0.15,0.15,137.1,12.34,-0.023283019,-0.97,-321.62,560,68.50%,0.00%,822.1,0.258300264,0,0.00%,65.90%,100
05/01/2023 05:00,winter,3211.03,0.66826847,0.546147935,0.441,2885.08,2199.4,0,0.12,0.1,137.18,61.72,-0.11645283,-0.97,-326.75,560,68.50%,0.00%,784.82,0.244413786,0,0.00%,65.70%,101
05/01/2023 06:00,winter,3405.44,0.708728408,0.589888907,0.387,2967.66,2401.96,0,0.14,0.12,136.94,47.56,-0.089735849,-0.97,-481.07,560,70.50%,0.00%,779.25,0.228825056,0,0.00%,67.20%,102
05/01/2023 07:00,winter,3769.2,0.784432882,0.682934759,0.26,3155.09,2990.53,0,6.46,6.53,137.81,0.02,-3.77E-05,-0.97,-433.83,560,79.30%,0.20%,764.73,0.202889207,0,0.00%,71.50%,103
05/01/2023 08:00,winter,4170.09,0.867864724,0.76145201,0.477,3332.6,3181.26,0,38.97,38.87,138.88,-0.07,-0.00014,-0.97,-481.07,560,76.30%,0.90%,951.27,0.228117379,0,0.00%,71.40%,104
05/01/2023 09:00,winter,4344.76,0.904216441,0.784673758,0.738,3455.66,3243.08,0,78.7,57.31,138.66,-0.02,-0.00004,-0.97,-477.77,560,74.60%,1.30%,1038.26,0.23896832,0,0.00%,71.30%,105
05/01/2023 10:00,winter,4347.17,0.904718002,0.795470919,0.758,3495.47,3275.3,0.011,236.12,137.6,139.52,-0.01,-0.00002,-0.97,-481.07,560,75.30%,3.20%,1107.61,0.254788748,0,0.00%,71.40%,106
05/01/2023 11:00,winter,4327.09,0.900539022,0.803478736,0.711,3613.61,3203.82,0.038,196.37,170.17,141.77,-19.62,-0.03924,-0.97,-481.07,560,74.00%,3.90%,855.41,0.197687129,0,0.00%,74.90%,107
05/01/2023 12:00,winter,4250.35,0.884568158,0.817059699,0.711,3719.7,3067.38,0.072,245.55,168.44,142.43,-0.02,-0.00004,-0.97,-481.07,560,72.20%,4.00%,844.73,0.198743633,0,0.00%,74.50%,108
05/01/2023 13:00,winter,4260.77,0.886736733,0.821679665,0.717,3815.3,3174,0.061,234.86,152.63,142.1,-0.03,-0.00006,-0.97,-481.07,560,74.50%,3.60%,838.76,0.196856437,0,0.00%,74.90%,109
05/01/2023 14:00,winter,4069.4,0.846909469,0.809909005,0.599,3860.65,2947.44,0.035,268.18,185.98,141.96,-0.02,-0.00004,-0.97,-481.07,560,72.40%,4.60%,841.97,0.206902738,0,0.00%,74.20%,110
05/01/2023 15:00,winter,4025.2,0.837710718,0.809473054,0.562,3904.19,2711.75,0.005,255.56,141.47,140.62,-0.02,-0.00004,-0.97,-481.07,560,67.40%,3.50%,829.99,0.20619845,69.86,1.40%,73.00%,111
05/01/2023 16:00,winter,4033.05,0.839344433,0.830684996,0.703,3956.75,2769.14,0,235.92,182.29,140.83,-0.02,-0.00004,-0.97,-481.07,560,68.70%,4.50%,839.36,0.208120405,48.834,1.00%,73.40%,112
05/01/2023 17:00,winter,4127.01,0.858899063,0.887596842,0.807,3903.95,3045.75,0,147.49,143.01,145.94,-0.02,-0.00004,-0.97,-481.07,514.75,73.80%,3.50%,855.05,0.207183893,0,0.00%,74.10%,113
05/01/2023 18:00,winter,4301.7,0.895254943,0.878005933,0.898,3712.79,3327.61,0,65.48,66.75,154.57,-33.66,-0.06732,-0.97,-481.07,451.11,77.40%,1.60%,986.02,0.229216356,0,0.00%,73.80%,114
05/01/2023 19:00,winter,4360.98,0.907592092,0.847421058,0.577,3646.2,3344.94,0,16.32,16.68,155.8,-0.02,-0.00004,-0.97,-481.07,451.11,76.70%,0.40%,991.7,0.227403015,0,0.00%,72.40%,115
05/01/2023 20:00,winter,4352.96,0.905922997,0.812040728,0.46,3578.92,3293.6,0,0.14,0,136.41,-0.02,-0.00004,-0.97,-481.07,509.15,75.70%,0.00%,953.64,0.219078512,0,0.00%,72.80%,116
05/01/2023 21:00,winter,4253.13,0.885146722,0.769186435,0.53,3492.65,3241.08,0,0.15,0.18,124.69,-0.03,-0.00006,-0.97,-481.07,560,76.20%,0.00%,816.41,0.191955101,0,0.00%,74.30%,117
05/01/2023 22:00,winter,3961.17,0.824385016,0.708387981,0.465,3776.36,3186.59,0,0.14,0.17,122.84,-71.35,-0.1427,-0.97,-481.07,560,80.40%,0.00%,820.66,0.207176163,0,0.00%,74.20%,118
05/01/2023 23:00,winter,3695.36,0.769065557,0.667024417,0.298,3877.24,2962.99,0,0.17,0.17,120.7,-0.01,-0.00002,-0.97,-481.07,560,80.20%,0.00%,722.03,0.195388271,0,0.00%,73.30%,119
06/01/2023 00:00,winter,3516.64,0.731870968,0.626120817,0.416,3970.05,2720.59,0,0.16,0.1,132.27,-0.03,-0.00006,258.78,-243.26,560,77.40%,0.00%,830.07,0.236040652,289.321,6.10%,69.90%,120
06/01/2023 01:00,winter,3365.77,0.700472425,0.598044504,0.635,4007.85,2613.78,0,0.17,0.09,131.94,-0.01,-0.00002,254.02,-243.26,560,77.70%,0.00%,823.22,0.244585934,565.56,11.50%,69.50%,121
06/01/2023 02:00,winter,3249.03,0.676176899,0.574521655,0.999,3948.97,2517.06,0,0.17,0.12,130.93,-0.02,-0.00004,254.02,-243.26,560,77.50%,0.00%,820.36,0.252493821,638.808,13.10%,68.90%,122
06/01/2023 03:00,winter,3141.13,0.653721124,0.561491172,0.999,3984.71,2239.44,0,0.16,0.1,131.71,196.21,-0.370207547,254.02,-243.26,557.56,71.30%,0.00%,614.94,0.195770312,953.511,19.30%,67.30%,123
